order_item_id,order_id,product_id,quantity,unit_price,discount
289,90,226,5,218.5,0.0
290,90,371,1,552.49,0.0
291,90,310,1,1439.94,0.0
292,91,21,4,1418.51,0.0
293,91,36,1,851.39,0.0
294,91,190,2,423.53,0.0
295,91,94,2,700.63,0.0
296,92,361,1,556.99,0.0
297,93,258,4,1149.45,0.0
298,93,230,8,873.45,0.0
299,93,30,5,775.11,0.0
300,94,254,6,963.1,0.0
301,94,221,8,164.94,0.0
302,94,513,8,166.91,0.0
303,94,434,4,111.18,0.0
304,94,366,3,1316.12,0.0
305,95,76,6,1150.72,0.0
306,95,434,8,372.29,0.0
307,95,40,1,166.97,0.0
308,95,491,5,584.46,0.2
309,95,400,3,402.91,0.0
310,95,37,8,1061.81,0.0
311,96,317,5,1200.52,0.0
312,97,244,2,916.37,0.0
313,97,252,1,666.56,0.19
314,98,523,8,1035.14,0.0
315,98,204,2,1180.72,1.83
316,98,416,1,1126.68,0.0
317,99,372,7,481.34,0.0
318,99,433,2,1363.44,0.0
319,100,194,5,779.64,0.32
320,100,245,1,1410.49,0.26
321,100,218,3,389.64,0.0
322,100,70,6,99.05,0.0
323,100,448,3,588.75,0.0
324,100,168,3,1267.5,0.0
325,101,494,6,702.56,0.0
326,101,177,0,978.01,0.0
327,101,71,4,483.91,0.0
328,101,258,2,603.92,0.0
329,101,354,0,1179.83,0.23
330,101,237,3,296.97,0.0
331,102,23,5,629.03,0.0
332,103,388,3,654.06,0.1
333,103,334,2,188.89,0.0
334,103,213,6,1273.8,0.0
335,103,376,7,1223.75,0.0
336,104,231,4,1264.26,0.0
337,104,267,8,569.53,0.32
338,104,492,5,438.0,0.0
339,104,220,6,1081.51,0.0
340,104,80,5,847.36,0.0
341,104,184,4,1470.42,0.0
342,105,405,4,203.09,0.0
343,105,390,7,1352.93,0.0
344,105,77,4,1215.16,1.26
345,106,328,2,1315.58,-0.02
346,106,59,-6,321.73,0.0
347,106,182,5,610.48,0.18
348,106,20,2,38.9,0.0
349,107,420,3,907.37,0.0
350,107,425,1,213.01,0.0
351,107,250,1,966.64,0.0
352,107,322,1,251.61,0.0
353,108,415,4,512.85,0.16
354,108,441,8,282.98,0.0
355,108,370,3,575.28,0.18
356,108,58,4,1120.23,0.0
357,109,255,3,1308.74,0.0
358,109,183,8,507.38,0.0
359,109,408,8,690.07,0.0
360,109,289,3,44.43,0.0
361,110,481,2,1142.79,0.27
362,110,429,6,51.85,0.0
363,110,178,-7,326.35,0.31
364,110,291,4,945.1,1.7
365,110,66,6,961.19,0.0
366,110,205,8,1226.61,0.0
367,111,160,8,670.13,0.4
368,111,63,4,846.84,0.0
369,112,64,6,823.71,0.0
370,112,36,2,1344.58,0.0
371,113,263,2,1345.41,0.0
372,113,398,6,1180.14,0.0
373,113,102,4,216.08,-0.05
374,113,282,8,158.82,0.0
375,113,114,-8,533.8,0.26
376,113,424,2,1448.87,0.0
377,114,203,5,153.52,0.0
378,114,464,6,47.58,0.0
379,114,199,3,1465.52,-0.08
380,114,128,6,990.46,0.0
381,114,219,7,1218.67,0.0
382,114,410,8,1430.07,0.0
383,115,473,0,1146.13,0.0
384,115,496,8,633.05,0.0
385,115,431,6,1137.85,0.0
386,116,114,4,697.67,0.0
387,116,259,7,1300.2,0.0
388,116,12,7,775.82,0.19
389,117,365,2,1289.96,0.0
390,117,377,7,1065.15,0.0
391,117,33,0,782.97,0.0
392,118,433,7,1352.99,0.07
393,118,250,4,874.67,0.0
394,118,329,2,1262.3,0.0
395,118,55,8,1432.86,1.78
396,118,239,8,662.1,0.23
397,119,384,7,779.89,0.0
398,119,116,2,1191.47,0.0
399,119,42,8,694.02,0.0
400,120,292,4,1425.51,0.0
401,120,410,6,98.59,0.0
402,120,442,3,169.81,0.0
403,121,306,3,623.04,0.0
404,121,274,4,428.45,0.0
405,122,366,7,970.34,0.0
406,123,220,5,1283.23,0.0
407,123,251,3,736.95,0.17
408,123,242,1,104.09,0.0
409,124,392,6,931.38,0.0
410,124,471,4,121.92,0.0
411,124,158,6,1352.87,0.0
412,125,128,2,918.25,0.0
413,125,372,8,1071.03,0.0
414,125,22,8,1468.54,0.0
415,125,226,8,1344.5,0.0
416,125,351,4,782.05,0.0
417,125,361,1,372.03,0.0
418,126,387,8,207.13,0.36
419,126,492,4,542.65,0.19
420,126,432,5,935.17,0.0
421,126,270,5,1100.02,0.0
422,126,183,8,1443.08,0.0
423,126,432,2,1362.29,0.0
424,127,410,6,1172.92,0.0
425,127,467,3,1285.67,0.0
426,128,498,5,95.39,0.12
427,128,117,6,63.8,0.0
428,128,227,6,1259.53,0.0
429,128,145,8,629.27,0.0
430,128,353,1,251.05,0.0
431,129,303,5,600.64,0.0
432,129,74,-8,1286.79,0.0
433,129,172,6,519.94,0.15
434,129,102,4,1302.33,0.0
435,129,366,4,1150.1,0.35
436,129,296,5,1465.69,0.0
437,130,17,5,121.04,0.0
438,130,154,3,771.29,0.0
439,130,461,7,1390.94,0.22
440,130,418,5,57.41,0.0
441,131,254,5,1151.1,0.3
442,132,375,7,1300.18,0.0
443,133,301,2,142.63,0.0
444,133,203,8,1389.39,0.0
445,133,273,7,325.19,0.0
446,134,191,8,103.41,0.0
447,134,303,4,572.62,0.0
448,134,381,8,1163.42,0.11
449,134,378,6,5.11,0.0
450,134,520,8,433.82,0.0
451,135,427,2,1236.43,0.0
452,135,156,8,318.22,0.0
453,135,298,7,1029.14,0.0
454,136,188,8,1042.0,0.0
455,136,198,0,1366.96,0.31
456,136,58,3,211.48,0.0
457,136,216,4,1258.25,0.0
458,137,190,8,638.79,0.0
459,137,91,5,1209.16,0.0
460,137,495,8,1075.48,0.1
461,138,389,2,586.76,0.0
462,138,245,4,1088.04,0.0
463,138,270,7,873.37,0.0
464,138,272,2,810.08,0.0
465,138,467,6,906.79,0.17
466,138,364,4,203.93,0.0
467,139,310,7,1002.0,0.0
468,139,476,5,90.97,0.0
469,139,203,3,89.57,0.0
470,139,207,8,1069.44,0.0
471,139,360,2,400.82,0.26
472,140,257,4,1004.6,0.0
473,140,81,3,1040.91,0.13
474,140,256,6,807.09,0.0
475,140,210,2,549.66,0.0
476,141,94,7,1212.95,0.0
477,141,339,6,452.09,0.0
478,141,117,6,1218.62,1.56
479,141,468,7,1463.99,0.0
480,142,409,6,47.9,0.0
481,142,258,4,434.2,0.0
482,142,407,7,733.54,0.0
483,142,370,8,571.39,0.1
484,142,346,6,21.6,0.0
485,142,236,1,1484.59,0.0
486,143,392,7,482.17,0.0
487,143,130,7,1336.86,0.0
488,143,37,1,1288.7,0.0
489,143,464,2,854.72,0.0
490,144,458,3,278.18,0.0
491,144,93,5,130.45,0.0
492,144,319,6,316.86,0.0
493,144,27,2,24.81,0.0
494,144,378,7,1226.77,1.45
495,145,463,2,1211.34,0.0
496,145,332,8,903.68,0.0
497,145,427,2,905.72,0.2
498,145,298,7,830.97,-0.04
499,146,185,6,1117.34,0.0
500,147,50,7,794.79,0.0
501,147,216,2,366.5,0.0
502,147,484,7,1357.18,0.0
503,147,329,1,710.52,0.0
504,147,173,3,560.41,0.0
505,148,300,5,150.59,0.0
506,149,399,6,1255.31,0.0
507,149,434,6,544.35,0.0
508,149,191,7,717.05,0.0
509,149,359,2,1315.12,0.0
510,149,432,4,851.94,0.0
511,149,476,1,111.5,0.21
512,150,96,4,973.8,0.33
513,150,391,4,1175.26,0.0
514,150,486,0,398.44,0.0
515,151,128,1,275.1,0.0
516,151,227,3,830.92,0.0
517,152,390,6,988.09,0.07
518,152,472,4,84.43,0.0
519,152,48,5,502.86,0.0
520,152,277,-1,414.23,0.0
521,153,471,5,1006.2,0.0
522,153,432,2,988.43,0.0
523,153,175,8,216.54,0.34
524,153,203,6,1311.28,0.0
525,153,351,8,1334.72,0.0
526,153,317,3,353.31,0.0
527,154,53,3,922.78,0.0
528,154,56,7,608.81,0.0
529,154,365,-1,127.68,0.0
530,154,103,4,437.84,-0.06
531,154,97,8,267.68,0.0
532,155,456,2,613.93,0.0
533,155,83,6,1399.82,0.0
534,155,140,2,745.88,0.0
535,155,8,5,944.54,0.21
536,155,54,6,88.07,0.0
537,156,260,5,477.79,0.0
538,157,161,3,359.15,0.0
539,157,281,2,1336.66,0.0
540,157,333,5,1035.19,0.16
541,158,432,2,1011.4,0.0
542,158,195,5,641.05,0.0
543,158,498,1,28.31,0.14
544,159,250,6,876.39,0.38
545,160,144,6,578.56,0.0
546,161,490,3,79.16,0.0
547,162,124,2,1071.7,0.0
548,162,101,1,471.03,0.0
549,162,480,5,8.85,0.0
550,163,366,1,47.64,0.0
551,163,253,7,253.65,0.0
552,163,401,7,1375.61,0.0
553,164,456,1,250.63,0.0
554,164,388,-6,519.24,0.0
555,164,108,8,1017.17,0.0
556,164,178,7,1073.94,0.0
557,165,288,8,391.25,1.35
558,165,358,7,1053.29,0.0
559,165,223,5,544.25,0.0
560,165,148,3,278.8,0.09
561,165,97,4,971.17,0.0
562,166,473,6,963.24,0.0
563,166,143,6,552.49,0.0
564,166,53,6,638.01,0.0
565,167,30,1,1051.23,0.07
566,167,265,4,434.42,0.0
567,167,262,6,436.36,0.0
568,167,260,4,195.15,0.0
569,168,191,4,1398.28,0.0
570,168,174,2,572.76,0.0
571,169,482,3,1170.37,0.0
572,170,457,1,1335.77,0.33
573,170,367,6,340.56,0.08
574,170,98,6,349.85,0.39
575,170,69,3,507.42,0.0
576,171,137,7,53.19,0.0
577,172,348,6,1360.01,0.11
578,173,352,6,292.41,0.0
579,173,199,4,853.51,0.0
580,173,127,2,1409.22,0.0
581,173,374,3,37.73,0.11
582,173,347,1,1467.43,0.0
583,173,308,1,591.0,0.0
584,174,311,2,854.38,0.0
585,174,288,8,994.89,0.13
586,174,19,2,1359.51,0.35
587,174,461,8,200.19,0.0
588,174,397,7,801.89,0.0
589,175,427,4,1008.5,0.0
590,175,208,2,922.38,0.0
591,175,207,5,72.55,0.17
592,175,105,3,820.95,0.0
593,175,297,7,452.58,0.0
594,176,462,2,257.38,0.0
595,176,363,7,770.7,1.6
596,176,283,5,1243.3,0.0
597,177,60,5,526.23,0.0
598,177,341,-4,904.1,0.0
599,177,206,7,681.08,0.0
600,177,164,4,901.54,0.0
601,177,371,5,418.28,0.38
602,178,345,7,1220.5,0.0
603,178,222,0,1176.09,0.28
604,178,394,2,910.13,0.0
605,179,1,8,156.76,0.2
606,179,426,2,87.03,0.0
607,179,344,4,466.02,1.41
608,179,332,8,703.43,0.0
609,180,71,2,1303.69,0.0
610,180,173,7,1386.31,0.0
611,180,121,2,1480.44,0.0
612,180,385,5,457.43,0.0
613,181,10,1,854.73,0.0
614,181,127,7,746.72,0.0
615,182,206,4,774.97,0.0
616,182,328,3,484.88,0.0
617,183,422,-8,612.45,0.0
618,183,499,6,1005.18,0.0
619,184,1,7,1394.79,0.0
620,184,484,2,17.46,0.16
621,184,485,0,1438.15,0.0
622,184,334,2,1423.06,0.0
623,185,204,7,285.3,0.0
624,185,448,5,766.95,0.0
625,185,484,7,282.94,0.0
626,185,306,0,203.21,0.0
627,185,315,3,628.46,1.61
628,185,441,7,812.39,0.0
629,186,158,6,428.32,0.2
630,187,500,7,1456.17,0.0
631,187,235,7,573.63,0.0
632,187,36,6,1430.0,0.0
633,188,271,6,1318.27,0.25
634,188,114,8,122.13,0.0
635,188,26,4,794.59,0.0
636,188,418,6,941.05,0.0
637,189,238,4,337.76,0.0
638,190,277,6,1487.85,0.0
639,190,299,8,240.2,0.0
640,190,283,7,16.49,0.0
641,190,283,3,1254.98,0.0
642,190,169,5,300.93,0.0
643,191,80,7,955.76,0.0
644,191,415,2,887.29,0.0
645,191,41,1,879.58,0.0
646,191,149,2,1339.76,0.39
647,192,321,1,83.92,0.0
648,193,145,3,1330.81,0.0
649,193,523,5,1177.19,0.0
650,193,45,4,92.02,0.0
651,194,270,2,761.36,0.0
652,194,101,6,619.32,0.0
653,194,82,6,803.41,0.16
654,194,270,7,619.98,0.0
655,194,404,7,289.14,0.0
656,194,351,1,155.99,0.07
657,195,267,6,1373.96,0.0
658,195,424,2,510.07,0.12
659,195,403,7,1442.95,1.73
660,196,59,4,576.9,0.0
661,196,26,2,834.34,0.0
662,196,141,8,1431.75,0.0
663,196,118,8,1145.46,0.0
664,196,367,4,778.14,0.0
665,197,111,2,1284.34,0.0
666,198,155,1,942.03,0.0
667,198,152,-6,28.46,0.0
668,198,11,8,542.74,0.0
669,198,32,6,586.45,0.27
670,198,200,1,836.75,0.0
671,198,138,5,1460.94,0.0
672,199,268,5,804.15,0.0
673,199,294,3,557.97,0.0
674,199,73,5,858.2,0.0
675,199,437,7,1425.74,0.0
676,199,496,5,107.06,0.0
677,200,15,1,566.96,0.0
678,200,419,2,1264.24,0.0
679,200,263,1,552.44,0.0
680,200,234,3,1360.72,0.0
681,200,143,7,1160.71,0.0
682,201,498,2,987.41,1.52
683,202,173,4,282.71,0.0
684,202,486,3,121.87,0.0
685,202,15,4,970.18,0.0
686,202,275,7,777.2,0.0
687,202,490,1,906.35,0.0
688,202,341,6,101.49,0.0
689,203,113,0,1313.1,0.05
690,203,177,1,1104.98,0.0
691,204,428,8,490.72,0.0
692,204,29,-8,908.92,0.0
693,205,399,2,798.28,0.0
694,206,97,7,586.32,0.0
695,206,228,8,898.59,0.0
696,206,367,5,539.48,0.0
697,206,140,8,148.94,0.0
698,206,71,3,1189.91,0.0
699,207,173,1,125.11,0.0
700,207,381,7,156.62,0.0
701,207,455,4,1314.12,0.37
702,207,12,5,321.62,0.0
703,208,90,2,714.75,0.0
704,208,224,4,618.76,0.0
705,208,84,4,481.16,0.0
706,208,152,5,1464.91,0.0
707,208,483,6,693.43,0.0
708,208,368,-1,118.59,0.0
709,209,293,5,561.47,0.0
710,209,48,4,726.23,0.0
711,209,204,1,43.62,0.0
712,209,233,6,519.84,0.07
713,209,436,7,747.82,0.37
714,209,223,3,844.23,0.16
715,210,359,4,1112.7,0.13
716,210,495,-8,422.45,0.0
717,210,312,-3,633.55,0.0
718,210,244,5,283.41,0.0
719,210,60,-5,764.89,0.0
720,211,373,8,1190.78,0.0
721,211,272,8,1044.81,0.0
722,211,92,8,980.5,0.0
723,211,343,6,1463.15,0.0
724,211,107,2,942.45,0.0
725,212,146,8,299.26,0.0
726,212,229,2,661.06,0.0
727,212,398,3,1312.94,0.0
728,213,277,7,1427.69,0.0
729,213,170,1,608.13,0.0
730,213,74,7,610.0,0.0
731,213,163,6,1069.87,0.15
732,213,65,8,765.95,0.0
733,213,162,5,743.74,0.0
734,214,180,7,1301.25,0.36
735,214,95,2,505.59,0.0
736,214,353,6,297.5,0.0
737,214,163,4,697.36,0.0
738,214,64,2,52.64,0.08
739,214,392,5,672.73,0.0
740,215,127,4,195.44,0.0
741,215,340,2,1218.59,0.0
742,215,135,4,902.62,1.32
743,215,417,4,412.94,0.0
744,216,219,2,1372.56,0.0
745,216,201,5,96.61,0.0
746,216,205,1,627.92,0.0
747,217,149,6,270.27,0.0
748,217,138,5,797.22,0.0
749,217,144,1,852.83,0.0
750,217,23,2,985.45,0.06
751,218,331,6,1261.11,0.0
752,218,367,6,1290.11,1.71
753,219,256,2,1089.42,0.0
754,219,14,5,642.09,0.0
755,219,490,5,1226.47,0.0
756,219,107,4,672.64,0.0
757,220,491,4,933.34,0.0
758,220,454,-6,313.01,0.0
759,220,467,2,922.09,0.0
760,220,101,3,1164.44,0.24
761,221,240,7,1459.0,0.22
762,221,334,3,454.15,0.0
763,221,423,6,169.7,0.0
764,222,213,8,1207.46,0.0
765,222,163,7,433.63,0.0
766,222,263,2,834.4,1.79
767,222,177,8,528.2,0.0
768,222,430,2,263.62,0.0
769,222,282,3,377.87,0.0
770,223,479,5,472.77,0.0
771,223,364,2,1118.94,0.0
772,223,365,7,1335.1,0.0
773,223,442,0,196.09,0.05
774,224,184,3,1478.89,0.0
775,225,271,1,1274.52,0.0
776,226,147,3,1082.89,0.0
777,227,464,1,798.62,0.0
778,228,258,7,639.94,0.0
779,228,123,6,593.9,0.0
780,228,496,-3,1044.01,0.0
781,228,179,5,389.45,0.0
782,228,393,6,597.83,0.0
783,228,326,5,760.01,0.0
784,229,501,2,768.31,0.0
785,230,375,8,491.04,0.0
786,230,371,4,1096.81,0.0
787,230,446,4,556.76,0.17
788,230,276,7,530.48,0.0
789,231,437,7,936.6,0.0
790,232,489,5,1455.92,0.0
791,232,329,4,1015.72,0.0
792,232,25,8,1035.94,0.0
793,232,57,4,999.61,0.0
794,232,276,5,301.06,0.0
795,232,278,6,1411.77,0.0
796,233,316,7,1293.38,0.0
797,233,492,-8,75.59,0.0
798,234,99,6,712.1,0.0
799,234,120,1,704.47,0.0
800,234,215,1,20.96,0.09
801,235,197,2,198.84,0.0
802,235,45,8,359.98,0.0
803,235,300,4,869.48,0.0
804,236,257,7,971.94,0.29
805,236,280,5,1404.75,0.0
806,237,351,1,998.21,0.0
807,237,174,4,997.47,0.0
808,237,363,8,438.31,0.0
809,237,50,1,1372.64,0.0
810,237,123,3,1216.12,0.0
811,237,227,4,285.92,0.0
812,238,41,2,999.87,0.0
813,238,510,1,103.73,0.0
814,238,160,5,795.04,0.0
815,238,10,1,1251.1,0.0
816,238,352,2,124.13,1.83
817,239,421,3,121.62,0.0
818,239,77,8,633.65,0.0
819,239,148,2,843.5,0.0
820,239,456,4,467.8,0.0
821,239,453,2,281.75,0.0
822,239,345,1,201.29,0.0
823,240,193,2,817.45,0.0
824,240,37,-7,863.22,0.0
825,240,291,8,952.92,0.0
826,240,357,6,639.2,0.0
827,240,431,8,653.35,0.0
828,240,110,1,789.08,0.0
829,241,336,8,1159.62,0.0
830,241,354,3,83.02,0.0
831,242,331,6,237.33,0.0
832,242,499,4,1198.24,1.37
833,243,287,1,884.68,0.0
834,243,419,8,326.85,0.0
835,243,417,8,903.81,0.0
836,243,505,4,1160.52,0.0
837,243,151,8,1335.08,1.54
838,243,278,8,916.41,0.0
839,244,162,7,1087.74,0.0
840,244,25,5,1159.69,0.0
841,244,494,0,89.92,0.0
842,244,456,3,97.48,0.0
843,244,347,2,917.12,0.09
844,244,411,1,1466.07,0.23
845,245,89,2,290.24,0.0
846,245,160,2,1061.57,0.0
847,246,143,6,374.74,0.0
848,247,479,6,931.44,0.0
849,247,179,7,621.03,0.0
850,248,261,1,1349.45,0.0
851,248,163,1,393.16,0.0
852,248,11,7,730.73,0.0
