product_id,product_name,category,subcategory,brand,price,cost_price,stock_quantity
32,,Home & Kitchen,Appliances,HomeCraft,538.77,376.11,401
33,Laptop Stand,Automotive,Maintenance,GreenLeaf,1156.28,796.44,386
34,cABLE oRGANIZER,Office,Stationery,ReadWell,1173.56,737.69,255
35,Standing Desk,Beauty,FRAGRANCE,GreenLeaf,235.66,129.97,43
36,Doll House,Books,Non-Fiction,GreenLeaf,544.15,301.92,349
37,Noise Cancelling Headphones,Electronics,Audio,UrbanFit,666.65,278.22,323
38,Ballpoint Pens,Toys,Figures,ReadWell,1459.12,850.84,75
39,Green Tea,Automotive,Parts,NovaTech,967.59,500.24,368
40,Denim Jeans,Automotive,MAINTENANCE,Optima,783.09,369.93,396
41,Puzzle Set,Clothing,Men,GreenLeaf,1480.49,919.47,232
42,Rice Cooker,Office,Furniture,Optima,1209.04,521.78,264
43,SHAMPOO,Home & Kitchen,Decor,Optima,684.18,388.4,398
44,Fiction Novel,Toys,Figures,GreenLeaf,878.52,385.51,360
00045,Stapler,Books,Children,SpeedPro,181.49,92.72,148
00046,Winter Jacket,Sports,TEAM,ReadWell,181.01,116.88,250
47,Tennis Racket,Electronics,Displays,Vertex,106.0,46.81,325
48,Green Tea,Home & Kitchen,Storage,NovaTech,1002.49,668.67,376
49,Ergonomic Chair,Electronics,Accessories,NovaTech,1299.59,723.26,384
50,USB-C Hub,Automotive,Interior,Apex,184.81,107.57,205
51,Engine Oil,Electronics,Accessories,Apex,1293.64,628.2,93
52,eRGONOMIC cHAIR,Toys,Vehicles,PureLife,235.56,160.76,460
53,Cast Iron Pan,Office,Furniture,SpeedPro,363.23,148.44,324
54,USB-C Hub,Office,Stationery,Optima,407.38,281.24,191
55,SUN GLASSES,Automotive,Parts,URBANFIT,1174.12,639.49,306
56,Sunscreen,Books,Reference,UrbanFit,1498.86,1048.67,449
57,Wiper Blades,Beauty,Fragrance,HomeCraft,1436.33,832.86,8
58,,Electronics,Displays,SpeedPro,,618.01,332
59,Desk Organizer,Grocery,Pantry,NovaTech,51.26,26.2,98
60,Blender,Sports,Team,   PureLife   ,1115.99,682.11,310
61,Cast Iron Pan,Toys,Building,Vertex,1476.46,619.53,65
00062,Denim Jeans,OFFICE,Furniture,Vertex,393.13,223.31,232
63,Puzzle Set,Electronics,Accessories,NovaTech,963.23,450.18,142
64,Desk Organizer,Electronics,Displays,SpeedPro,676.04,456.39,100
65,Yoga Mat,Clothing,Men,Apex,98.94,68.04,426
66,Football,Books,Fiction,NovaTech,781.9,401.29,455
67,External SSD 1TB,Electronics,Displays,SpeedPro,1175.05,687.63,210
68,Mechanical Keyboard,Grocery,Organic,PureLife,682.84,295.26,6
69,External SSD 1TB,Books,Non-Fiction,NovaTech,891.36,439.89,223
70,Moisturizer,aUTOMOTIVE,Interior,NovaTech,470.22,303.65,286
71,Puzzle Set,Books,Non-Fiction,PureLife,519.0,295.74,171
72,Doll House,Clothing,Accessories,GreenLeaf,496.28,234.1,376
73,,Toys,Vehicles,GreenLeaf,1211.86,697.67,391
74,NOISE CANCELLING HEADPHONES,Sports,Outdoor,ReadWell,302.68,122.98,346
75,Surge Protector,Books,Reference,Vertex,510.87,338.97,33
76,Denim Jeans,Books,Children,Vertex,1193.36,669.05,404
77,Toaster,Sports,Outdoor,Vertex,84.61,46.75,384
78,Notebook,Automotive,Parts,Vertex,564.52,381.82,298
79,Chef Knife,Books,Children,PureLife,333.18,141.74,384
80,Olive Oil,Books,Fiction,PureLife,780.63,318.04,226
81,Portable Charger,Clothing,Footwear,Apex,541.83,305.49,170
82,Football,Sports,Outdoor,NovaTech,378.78,183.54,177
83,Remote Control Car,Office,Stationery,HomeCraft,1418.98,787.18,402
84,aLMONDS,Grocery,Snacks,,1085.14,718.5,156
85,Mechanical Keyboard,Beauty,Fragrance,vERTEX,752.19,508.96,78
86,Football,Office,Equipment,Vertex,854.44,505.57,155
87,,Home & Kitchen,Cookware,ReadWell,1013.94,426.86,29
88,Mechanical Keyboard,Toys,Figures,HomeCraft,261.87,120.91,221
89,Car Polish,,Supplies,SpeedPro,242.37,114.9,168
90,Engine Oil,Office,Stationery,ReadWell,693.0,448.39,435
91,tOASTER,Office,Equipment,UrbanFit,273.46,160.91,149
00092,   External SSD 1TB   ,Books,Children,SpeedPro,1048.57,498.94,259
93,,Grocery,Organic,GreenLeaf,114.42,48.11,280
94,,Sports,Outdoor,NovaTech,214.67,95.75,183
95,4K Monitor,Automotive,Interior,Apex,1339.56,659.73,26
96,   Webcam HD   ,Books,Non-Fiction,Apex,1159.74,770.86,408
97,Sun Glasses,Electronics,Displays,SpeedPro,1087.39,474.36,109
98,Treadmill,Toys,Games,Vertex,,111.16,111
99,Tire Cleaner,Clothing,Women,UrbanFit,1474.73,870.98,452
100,Air Freshener,Electronics,Displays,Vertex,105.92,46.31,121
101,,Electronics,Computing,GreenLeaf,931.54,464.47,142
102,Laptop Stand,Toys,Games,HomeCraft,783.69,477.18,113
103,Sunscreen,Home & Kitchen,Decor,HomeCraft,784.59,354.72,281
104,Chef Knife,Clothing,Accessories,ReadWell,358.27,247.32,103
105,Air Freshener,Beauty,Makeup,   GreenLeaf   ,124.61,81.77,388
106,Science Journal,Home & Kitchen,Appliances,UrbanFit,894.79,410.45,469
107,Mechanical Keyboard,Beauty,Makeup,Vertex,1293.16,860.6,471
108,Wool Scarf,Toys,Games,NovaTech,295.36,200.24,376
000109,Air Freshener,Beauty,Skincare,Vertex,56.58,33.88,82
110,ERGONOMIC CHAIR,Toys,Figures,ReadWell,968.36,542.24,453
111,Yoga Mat,Clothing,Men,SpeedPro,1102.22,443.01,86
112,   Wireless Mouse   ,Toys,Figures,Apex,149.81,96.52,95
113,Dress Shirt,Books,Reference,Apex,1214.71,623.53,141
114,nOISE cANCELLING hEADPHONES✓,Grocery,Organic,NovaTech,880.53,489.59,492
115,Engine Oil,Beauty,Makeup,SpeedPro,712.47,297.22,182
116,Standing Desk,Toys,Vehicles,GreenLeaf,9.6,5.74,243
117,Chino Pants,Beauty,Skincare,GreenLeaf,9.67,5.65,41
118,   Car Polish   ,Clothing,Accessories,UrbanFit,1480.36,630.82,426
119,Almonds,Grocery,Pantry,Apex,256.23,157.51,82
120,Treadmill,Sports,Outdoor,GreenLeaf,1354.45,822.88,446
121,External SSD 1TB,Toys,Figures,ReadWell,967.75,412.98,379
122,Chino Pants,Clothing,Footwear,HomeCraft,1118.19,775.97,163
123,Denim Jeans,Office,Furniture,GreenLeaf,o782.02,379.29,382
124,4K Monitor,Sports,Fitness,SpeedPro,900.32,578.96,78
125,Chef Knife,Books,Fiction,UrbanFit,1272.85,718.37,172
126,Car Polish,Toys,Figures,Apex,1485.51,929.45,297
127,Webcam HD,Sports,Equipment,HomeCraft,1275.46,513.68,371
128,Cable Organizer,Home & Kitchen,Decor,UrbanFit,1019.08,443.51,263
129,Organic Rice,Toys,Vehicles,SpeedPro,1454.73,1014.45,343
130,,Toys,Games,hOMEcRAFT,1298.01,742.19,140
131,Standing Desk,Home & Kitchen,Decor,Optima,1192.53,767.82,10
132,Desk Organizer,Automotive,Parts,HomeCraft,1176.28,787.26,92
133,Dress Shirt,Grocery,Snacks,NovaTech,12.95,5.66,152
134,Paper Clips,Electronics,Computing,Vertex,261.54,129.17,466
135,,Automotive,Interior,UrbanFit,911.22,423.55,183
136,Puzzle Set,Sports,Team,UrbanFit,116.16,48.92,375
137,Chino Pants,oFFICE,Furniture,Apex,1073.09,649.43,208
138,Ergonomic Chair,Beauty,Fragrance,Apex,547.41,239.25,269
139,Yoga Mat,Grocery,Pantry,UrbanFit,885.29,553.8,92
140,Desk Organizer,Toys,Figures,Vertex,829.74,345.06,371
141,Perfume,Books,Children,SpeedPro,1062.71,654.14,472
142,,Clothing,Footwear,NovaTech,955.26,464.02,475
143,Mechanical Keyboard,Toys,Vehicles,Vertex,1443.43,937.39,3
144,Desk Organizer,Books,Fiction,Apex,1125.74,495.32,180
000145,Puzzle Set,Home & Kitchen,Storage,ReadWell,745.77,363.98,109
000146,Building Blocks,   Sports   ,Fitness,APEX,330.1,150.48,181
147,oRGANIC rICE,Clothing,Women,PureLife,740.6,336.72,415
000148,OLIVE OIL,Grocery,Beverages,UrbanFit,986.13,614.53,461
149,Cast Iron Pan,Sports,Fitness,SpeedPro,1422.81,963.34,431
150,dENIM jEANS,Clothing,Men,Vertex,169.04,89.64,148
151,Desk Lamp,Books,Non-Fiction,SpeedPro,1142.54,699.16,414
152,WIPER BLADES,Books,Non-Fiction,Apex,918.59,472.25,268
000153,,Toys,Figures,HomeCraft,336.54,139.42,20
154,TREADMILL,Grocery,Snacks,NovaTech,321.9,203.16,66
155,Shampoo,Office,Supplies,Vertex,1115.67,642.59,467
156,Chino Pants,Grocery,Pantry,,293.42,165.83,129
157,Tennis Racket,Grocery,pANTRY,UrbanFit,1342.88,922.21,31
000158,Chino Pants,Toys,Figures,SpeedPro,1112.36,535.54,94
159,Coffee Maker,Electronics,Displays,Apex,890.2,368.26,121
160,Leather Belt,Sports,Outdoor,NovaTech,1413.35,833.6,497
161,Desk Lamp,Automotive,Maintenance,PureLife,1419.9,979.12,90
162,USB-C Hub,Office,Stationery,HomeCraft,808.39,376.86,137
000163,,Books,Children,GreenLeaf,237.67,107.93,144
164,Wool Scarf,Toys,Vehicles,Optima,1328.44,830.45,6
165,,Clothing,Men,NovaTech,579.06,233.26,405
166,Basketball,Clothing,Women,HomeCraft,1279.81,777.63,321
167,USB-C HubΩ,   Clothing   ,Footwear,ReadWell,1238.25,821.82,196
168,Surge Protector,Clothing,Women,Apex,740.26,430.35,91
169,Football,Toys,Vehicles,GreenLeaf,901.41,612.84,415
170,Portable Charger,Home & Kitchen,Appliances,Vertex,1184.33,731.93,74
171,Denim Jeans,Toys,Games,HomeCraft,276.89,156.39,275
000172,Desk Organizer,Books,Children,Apex,806.63,323.35,435
173,Car Polish,Clothing,Men,Optima,1436.63,968.13,124
174,Blender,Home & Kitchen,Cookware,Apex,88.51,37.36,428
175,Wool Scarf,Beauty,Haircare,UrbanFit,50.12,30.55,153
176,Basketball,Electronics,Accessories,SpeedPro,668.73,403.89,448
177,FICTION NOVEL,Automotive,Maintenance,HomeCraft,1379.12,574.82,200
178,Portable Charger,Grocery,Organic,HomeCraft,1225.75,528.69,185
179,Football,Sports,Outdoor,NovaTech,46.92,19.97,291
180,Air Freshener,Beauty,Skincare,SpeedPro,,50.72,359
181,fOOTBALL,Automotive,,GreenLeaf,613.88,360.83,487
182,Coffee Maker,Home & Kitchen,Appliances,GreenLeaf,1212.17,608.15,184
183,,Toys,Vehicles,UrbanFit,64.81,31.94,444
184,eRGONOMIC cHAIR,Grocery,Snacks,GreenLeaf,750.86,406.95,131
185,Olive Oil,Home & Kitchen,Cookware,UrbanFit,977.18,541.11,319
186,Perfume,Toys,Figures,HomeCraft,129.81,73.76,79
187,Biography,Office,Equipment,Optima,566.84,305.79,43
188,Cable Organizer,Toys,Figures,GreenLeaf,1376.59,738.37,279
189,Car Polish,Books,Reference,GreenLeaf,222.53,103.13,11
190,PUZZLE SET,Home & Kitchen,Cookware,ReadWell,408.41,169.95,458
191,Basketball,Sports,Outdoor,SpeedPro,1445.22,878.51,199
192,Cast Iron Pan,Office,Furniture,UrbanFit,121.31,82.51,255
193,Surge Protector,Toys,Games,Vertex,o1189.06,553.61,96
194,pAPER cLIPS,Office,Equipment,ReadWell,1162.69,640.21,444
195,Tire Cleaner,Grocery,Organic,UrbanFit,975.11,499.19,283
196,Paper Clips,Sports,Equipment,Apex,656.62,265.88,477
197,Tire Cleaner,Office,Stationery,GreenLeaf,1126.16,489.15,438
198,Cotton T-Shirt,Grocery,Organic,Optima,529.16,351.3,135
199,Doll House,Electronics,Displays,PureLife,1011.57,695.71,220
200,bUILDING bLOCKS,Toys,Building,Optima,293.02,137.51,363
000201,Wiper Blades,Office,Equipment,,181.96,114.82,78
202,Paper Clips,Clothing,Accessories,HomeCraft,1381.28,774.38,125
203,SUNSCREEN,Electronics,Accessories,Apex,1156.73,560.71,458
204,,Beauty,Haircare,SpeedPro,743.89,438.94,230
205,Dress Shirt,Home & Kitchen,   Cookware   ,ReadWell,451.63,206.78,15
206,Ballpoint Pens,Home & Kitchen,Appliances,UrbanFit,770.05,419.27,488
207,,Grocery,Organic,SpeedPro,703.22,448.62,300
208,Chef Knife,Grocery,Organic,SpeedPro,1430.86,723.84,459
209,External SSD 1TB,Electronics,Accessories,NovaTech,676.85,435.02,219
210,   Moisturizer   ñ,Books,Reference,PureLife,371.74,211.33,197
000211,Coffee Maker,Clothing,Footwear,SpeedPro,793.25,393.48,100
212,Tire Cleaner,Sports,,Vertex,750.47,505.44,145
213,Remote Control Car,Automotive,Care,PureLife,60.32,31.37,284
000214,Tire Cleaner,Toys,Games,Vertex,920.41,430.02,422
000215,Cable Organizer,Toys,Vehicles,NovaTech,1490.33,947.08,56
216,   Science Journal   ,Beauty,Makeup,SpeedPro,117.18,70.36,267
217,aIR fRESHENER,Sports,Team,HomeCraft,993.59,616.6,105
218,Portable Charger,Electronics,Computing,HomeCraft,,916.19,263
219,Yoga Mat,Home & Kitchen,Cookware,SpeedPro,1064.22,514.39,84
220,,Clothing,Men,Optima,225.19,119.23,77
221,Organic Rice,Electronics,Displays,SpeedPro,764.34,369.01,311
222,,Electronics,Computing,HomeCraft,168.22,102.59,207
223,Standing Desk,Sports,Equipment,Apex,333.72,224.37,318
224,YOGA MAT,   Books   ,Non-Fiction,UrbanFit,1279.57,850.12,87
225,MECHANICAL KEYBOARD,Grocery,Pantry,Optima,893.03,559.48,396
226,Science Journal,Beauty,Makeup,PureLife,1206.81,603.55,265
227,Air Freshener,Automotive,cARE,SpeedPro,173.57,108.19,99
228,SUNSCREEN,Sports,Equipment,ReadWell,959.9,395.8,266
229,Cotton T-Shirt,Grocery,Snacks,ReadWell,653.01,391.35,155
230,External SSD 1TB,Electronics,Displays,,1200.67,796.78,402
231,Winter Jacket,Sports,Outdoor,PureLife,1430.75,863.53,197
232,Standing Desk,Sports,Team,ReadWell,1340.08,758.87,154
233,Science Journal,Grocery,Beverages,PureLife,852.15,450.19,215
234,Almonds,Automotive,Care,Optima,46.36,27.18,460
235,Biography,Toys,Vehicles,Apex,-85.03,36.5,148
000236,Football,Clothing,Men,UrbanFit,1297.14,639.84,479
237,Engine Oil,Books,Fiction,NovaTech,937.37,499.75,28
238,Science Journal,Home & Kitchen,Appliances,SpeedPro,609.8,247.88,72
239,Rice Cooker,Automotive,Interior,SpeedPro,260.3,166.58,237
240,Puzzle Set,Sports,Equipment,GREENLEAF,226.5,156.02,239
241,Honey Jar,Home & Kitchen,Storage,UrbanFit,418.96,211.81,368
242,Honey Jar,Home & Kitchen,Storage,GreenLeaf,1074.19,487.8,362
243,,Beauty,Fragrance,GreenLeaf,392.53,213.11,389
244,rICE cOOKER,Home & Kitchen,Decor,PureLife,162.61,106.05,472
245,,Toys,Vehicles,UrbanFit,1049.58,586.25,404
246,nOISE cANCELLING hEADPHONES,Clothing,Women,Optima,945.52,614.32,292
247,Wiper Blades,Office,Furniture,Optima,531.39,231.36,118
248,Paper Clips,Books,Reference,Apex,499.72,236.08,265
249,Wiper Blades,Office,Stationery,NovaTech,471.79,225.64,171
250,Bluetooth Speaker,Automotive,Maintenance,Vertex,213.23,134.27,18
251,pORTABLE cHARGER,Office,Stationery,PureLife,1425.1,699.76,435
252,Air Fryer,Electronics,Audio,Optima,37.05,19.12,193
253,Organic Rice,Automotive,Interior,NovaTech,1053.49,450.47,5
254,,Electronics,Computing,HomeCraft,854.22,374.93,203
255,Cotton T-Shirt,Clothing,Footwear,GreenLeaf,986.59,673.28,399
256,TOASTER,Sports,Team,HomeCraft,792.62,517.13,266
257,Chef Knife,Home & Kitchen,Cookware,NovaTech,188.5,108.66,153
258,Desk Lamp,Office,Equipment,SpeedPro,94.27,56.38,16
259,Tennis Racket,Office,Supplies,Vertex,1406.14,742.81,373
260,Bluetooth Speaker,Automotive,Parts,Vertex,1212.05,579.4,491
261,,Electronics,Accessories,Vertex,202.14,97.15,128
262,Mechanical Keyboard✓,Office,Supplies,GreenLeaf,190.83,108.2,209
263,Desk Lamp,Office,Supplies,HomeCraft,418.28,185.75,316
264,Air Fryer,Electronics,Computing,ReadWell,176.09,71.29,432
265,Moisturizer,Electronics,Computing,PureLife,812.95,491.27,36
266,History Book,Beauty,Fragrance,UrbanFit,218.89,106.66,76
267,Noise Cancelling Headphones,Books,Reference,vERTEX,163.81,84.25,332
268,Portable Charger,Books,Children,Optima,1438.13,691.39,428
269,,Beauty,Haircare,PureLife,496.37,209.93,185
270,   Air Fryer   ,Toys,Vehicles,UrbanFit,676.2,431.93,174
271,Desk Lamp,Automotive,,ReadWell,615.7,377.68,240
272,DENIM JEANS,Toys,Building,SpeedPro,1304.83,616.44,150
273,Basketball,Office,Stationery,GreenLeaf,889.25,471.93,387
274,Running Shoes,Office,Stationery,Optima,-1101.49,532.89,395
275,Science Journal,ELECTRONICS,Displays,HomeCraft,742.46,358.96,450
276,Standing Desk,Home & Kitchen,Cookware,Vertex,524.27,355.12,341
277,Standing Desk,Automotive,INTERIOR,NovaTech,314.22,152.26,485
278,Olive Oil,Grocery,Snacks,Apex,783.73,546.98,374
279,Moisturizer,Books,Fiction,PureLife,1206.43,496.45,51
280,Ballpoint Pens,Automotive,Care,HomeCraft,479.69,213.67,416
281,Tire Cleaner™,Books,Fiction,uRBANfIT,427.48,249.65,323
282,Tennis Racket,Home & Kitchen,Storage,Optima,728.92,312.68,57
283,HISTORY BOOK,Grocery,Snacks,UrbanFit,632.28,344.67,412
284,Board Game,Electronics,Accessories,PureLife,1032.39,663.53,217
285,Webcam HD,Books,Reference,Apex,406.12,237.17,168
286,Paper Clips,Electronics,Displays,Optima,34.77,19.49,80
287,Building Blocks,Books,Reference,NovaTech,1290.28,808.41,269
288,Building Blocks,eLECTRONICS,Computing,SpeedPro,1188.05,521.98,379
289,Desk Lamp,Automotive,Parts,SpeedPro,119.4,69.46,159
290,Puzzle Set,Electronics,Accessories,Apex,770.96,402.36,142
291,Desk Organizer,Toys,Building,Vertex,762.35,395.82,118
292,aIR fRESHENER,Sports,Team,Apex,846.9,495.39,242
293,Air Fryer,Grocery,Snacks,NovaTech,93.09,43.08,287
000294,Paper Clips,Books,Reference,SpeedPro,752.21,385.66,387
295,   Ballpoint Pens   ,Home & Kitchen,Appliances,Optima,1123.47,452.51,60
296,Biography,Sports,Team,Vertex,1081.3,552.95,309
297,Almonds,Beauty,Haircare,NovaTech,319.86,145.95,355
298,Honey Jar,Electronics,,ReadWell,499.89,330.14,299
299,Perfume,Toys,Games,UrbanFit,938.62,404.26,408
300,Lipstick,Office,,HomeCraft,498.58,319.59,75
301,Car Polish,Beauty,Skincare,Optima,1312.54,619.82,201
302,lIPSTICK,Beauty,Fragrance,ReadWell,1060.83,691.62,286
303,Kettle,Automotive,Parts,SpeedPro,1029.61,584.75,471
304,   Sunscreen   ,Electronics,Computing,NovaTech,564.43,231.45,140
305,Building Blocks,Sports,Team,GreenLeaf,70.65,38.29,447
306,pAPER cLIPS,Electronics,Accessories,Apex,1212.1,716.65,31
307,Paper Clips,Books,Fiction,PureLife,419.82,286.39,206
000308,Bluetooth Speaker,Automotive,Interior,UrbanFit,102.1,66.63,481
000309,SELF HELP GUIDE,Clothing,Footwear,Apex,843.03,486.72,494
310,Sun Glasses,Books,Reference,HomeCraft,1184.15,735.87,158
311,History Book,Home & Kitchen,Storage,GreenLeaf,271.11,148.29,296
312,bALLPOINT pENS,Home & Kitchen,Cookware,ReadWell,677.25,413.05,257
313,Cookbook,Books,Reference,GreenLeaf,140.67,71.98,193
314,4K Monitor,Clothing,Footwear,PureLife,o486.94,262.97,95
315,Olive Oil,Grocery,Organic,SpeedPro,1214.78,839.69,449
316,   Wiper Blades   ,Toys,Games,Optima,166.23,114.99,384
317,Football,Electronics,,UrbanFit,1183.9,502.11,120
318,Organic Rice,Books,Non-Fiction,SpeedPro,139.79,94.2,342
319,aLMONDS,Clothing,Accessories,SpeedPro,1060.8,594.3,177
000320,Noise Cancelling Headphones,Office,Furniture,Apex,336.42,148.5,96
321,Science Journal,Beauty,MAKEUP,SpeedPro,655.91,340.72,264
322,Almonds,Beauty,Skincare,gREENlEAF,1210.3,727.46,216
323,Science Journal,Clothing,Accessories,UrbanFit,640.34,358.28,196
324,Desk Lamp,,Fragrance,GreenLeaf,229.82,95.38,306
325,Kettleñ,Sports,,NovaTech,641.42,332.81,89
326,Standing Desk,Home & Kitchen,Decor,Optima,193.44,79.73,167
327,Leather Belt,Clothing,Accessories,UrbanFit,915.97,436.97,334
328,Desk Lamp,Toys,Building,NovaTech,1256.09,680.64,389
329,Self Help Guide,Home & Kitchen,,SpeedPro,1121.56,541.07,236
330,Dumbbell Set,Books,Fiction,SpeedPro,150.23,74.91,199
331,Mechanical Keyboard,Beauty,Fragrance,SpeedPro,517.7,212.09,436
332,Desk Lamp,Automotive,Maintenance,gREENlEAF,948.91,427.03,180
333,Doll House,Electronics,Accessories,Apex,1493.75,695.33,56
334,Baseball Cap,Toys,Figures,PureLife,1298.01,726.56,115
335,Tire Cleanerñ,Sports,Equipment,Apex,1136.45,677.25,498
336,Chino Pants,Office,Furniture,PureLife,956.43,430.33,320
337,Ergonomic Chair,Electronics,Displays,UrbanFit,1428.0,876.56,102
338,Biography,Electronics,Computing,GreenLeaf,101.89,44.15,309
339,Wool Scarf,Clothing,Men,SpeedPro,371.06,246.76,275
340,Desk Organizer,Grocery,   Organic   ,Optima,1073.56,571.15,403
341,Leather Belt,Office,Stationery,ReadWell,1271.36,753.42,37
342,Engine Oil,Sports,Team,UrbanFit,1129.98,549.77,113
343,Shampoo,Sports,Outdoor,UrbanFit,1072.13,522.88,196
344,Air Fryer,Books,Reference,GreenLeaf,46.86,21.14,176
345,   Wiper Blades   ,Beauty,MAKEUP,PureLife,474.86,219.35,76
346,Cotton T-Shirt,Beauty,Makeup,Optima,976.74,607.94,186
347,Remote Control Car,Beauty,Skincare,GreenLeaf,941.46,446.62,131
348,dRESS sHIRT,Books,Non-Fiction,Apex,1036.09,455.64,155
349,Air Fryer,Office,Equipment,Apex,369.68,200.67,51
350,COFFEE MAKER,Sports,Fitness,Vertex,899.44,627.51,128
351,Cookbook,Home & Kitchen,Storage,ReadWell,741.43,408.47,320
352,Dress Shirt,Beauty,Makeup,PureLife,733.92,412.15,93
353,Cable Organizer,Books,Reference,Vertex,1145.45,569.44,98
354,Sun Glasses,Office,Furniture,HomeCraft,1279.26,692.84,438
355,Perfume,Beauty,FRAGRANCE,NovaTech,221.74,112.22,412
356,Honey Jar,Electronics,Computing,PureLife,1151.73,716.04,408
357,Wiper Blades,Sports,Fitness,NovaTech,662.94,342.75,491
358,Engine Oil,Office,Equipment,GreenLeaf,378.51,236.55,166
359,Board Game,Home & Kitchen,Storage,Optima,1237.33,603.11,11
360,External SSD 1TB,Beauty,Fragrance,PureLife,1306.72,903.51,132
361,   USB-C Hub   ,Toys,   Figures   ,NovaTech,214.69,142.11,167
362,Engine Oil,Beauty,Skincare,Apex,427.55,231.11,332
363,Portable Charger,Toys,Games,Vertex,1151.83,643.08,354
364,Organic RiceΩ,Toys,Games,HomeCraft,,841.27,272
365,Cast Iron Pan,Office,Supplies,aPEX,1156.03,755.36,399
366,Tennis Racket,Beauty,Fragrance,HomeCraft,1432.21,584.61,449
367,Olive Oil,Toys,Building,HomeCraft,189.04,109.09,63
368,Baseball Cap,Office,Stationery,SpeedPro,762.51,530.36,409
369,Air Freshener,Clothing,Accessories,PureLife,,251.69,222
370,Science Journal,Clothing,ACCESSORIES,UrbanFit,347.88,152.51,79
371,Car Polish,Electronics,Computing,Optima,1144.61,712.62,414
372,Shampoo,Clothing,Women,NovaTech,1319.21,658.91,455
373,,Electronics,Displays,Apex,1370.79,743.94,212
374,Desk Organizer,Office,Stationery,Vertex,663.41,284.55,252
375,Cast Iron Pan,Automotive,Interior,Vertex,193.11,90.35,94
000376,Science Journal,Grocery,Snacks,NovaTech,496.29,317.59,323
377,Cast Iron Pan,   Electronics   ,Computing,HomeCraft,1469.39,947.9,295
378,Coffee Maker,Sports,Equipment,ReadWell,682.51,451.54,395
379,Standing Desk,Beauty,Fragrance,GreenLeaf,1003.67,437.68,364
380,TENNIS RACKET,Toys,Building,HomeCraft,464.0,213.26,381
381,Winter Jacket,Automotive,Care,Apex,846.5,499.83,439
382,Winter Jacket,Office,Equipment,SpeedPro,813.52,439.63,69
383,Science Journal,Sports,Team,GreenLeaf,5.52,3.47,413
384,Toaster,Home & Kitchen,Decor,SpeedPro,589.89,366.85,483
385,   Chef Knife   ,Sports,Team,GreenLeaf,,292.16,380
386,Winter Jacket,Beauty,Fragrance,UrbanFit,110.24,66.96,406
387,Biography,Clothing,Men,SpeedPro,340.82,201.57,442
388,Self Help Guide,Automotive,Maintenance,HomeCraft,1357.56,633.19,222
389,Cable Organizer,Grocery,Organic,Apex,1495.96,651.1,391
390,Doll House,   Electronics   ,Accessories,SpeedPro,1223.84,498.95,290
391,Football,Toys,Building,HomeCraft,152.7,96.98,166
392,Fiction Novel,Home & Kitchen,Appliances,UrbanFit,1154.06,758.21,170
393,Desk Organizer,Books,Reference,UrbanFit,1111.08,511.81,438
394,Tennis Racket,Grocery,Snacks,Optima,508.81,288.99,91
395,Portable Charger,Clothing,Accessories,ReadWell,301.93,208.7,165
000396,Olive Oil,Books,Non-Fiction,HomeCraft,1240.06,797.93,74
