customer_id,order_id,order_date,status
184,2895,2026-05-13,CANCELLED
186,249,2025-09-18,RETURNED
187,1690,2023-12-09,PROCESSING
188,783,2026-04-20,REFUNDED
189,463,2026-04-17,CANCELLED
190,3310,2025-04-26,SHIPPED
191,1099,2026-04-25,PENDING
192,656,2025-09-25,PENDING
193,477,2026-07-12,PROCESSING
194,2109,2026-05-23,SHIPPED
195,640,2026-08-10,REFUNDED
196,1126,2026-05-22,DELIVERED
197,3160,2026-03-02,PENDING
198,1847,2026-08-01,REFUNDED
199,2642,2025-10-27,DELIVERED
200,2333,2025-08-08,PROCESSING
201,1291,2025-12-15,RETURNED
202,2192,2025-12-26,PENDING
203,778,2026-04-24,REFUNDED
204,3229,2026-01-21,PROCESSING
205,779,2025-05-30,CANCELLED
206,3473,2026-02-05,SHIPPED
208,1154,2026-08-10,PROCESSING
209,548,2026-06-22,PROCESSING
210,679,2026-07-07,PENDING
211,3117,2026-05-15,CANCELLED
212,2534,2026-01-03,CANCELLED
213,3389,2026-04-06,PENDING
214,2740,2026-06-26,PENDING
215,939,2025-03-13,SHIPPED
216,948,2025-04-07,CANCELLED
217,1818,2026-06-15,DELIVERED
218,2612,2026-05-20,DELIVERED
219,2874,2022-10-16,PENDING
220,1736,2026-06-01,PROCESSING
221,3179,2026-08-10,RETURNED
222,2181,2026-03-24,DELIVERED
223,2245,2026-02-05,RETURNED
224,3124,2025-08-25,CANCELLED
225,678,2026-02-14,SHIPPED
226,1867,2025-05-12,RETURNED
227,2369,2026-02-18,SHIPPED
228,1578,2026-06-23,CANCELLED
229,3033,2025-01-29,SHIPPED
230,3323,2024-10-29,PROCESSING
231,955,2025-03-22,DELIVERED
232,2576,2026-03-21,CANCELLED
233,2738,2024-05-22,PENDING
234,2186,2025-11-03,CANCELLED
235,3008,2025-07-24,REFUNDED
236,2594,2026-08-10,SHIPPED
237,2974,2026-03-08,PENDING
238,1005,2026-04-15,CANCELLED
239,2803,2026-03-16,PENDING
240,1834,2025-12-12,REFUNDED
241,1146,2025-06-17,PROCESSING
242,1581,2026-08-10,SHIPPED
244,1562,2026-08-10,RETURNED
245,1717,2026-08-10,DELIVERED
246,2377,2026-06-07,RETURNED
247,3045,2024-04-29,SHIPPED
248,2685,2024-08-13,PENDING
249,1680,2025-09-23,RETURNED
250,547,2024-10-31,DELIVERED
251,1530,2025-12-31,PROCESSING
252,17,2026-05-12,DELIVERED
253,835,2026-02-11,PROCESSING
254,2689,2026-05-27,REFUNDED
255,1951,2025-04-18,SHIPPED
256,824,2025-02-28,SHIPPED
257,1654,2025-07-05,SHIPPED
258,3374,2023-09-15,PROCESSING
259,90,2025-10-07,PENDING
260,1491,2025-12-01,DELIVERED
261,1497,2026-05-23,SHIPPED
262,1973,2023-06-20,RETURNED
263,2611,2025-09-13,PROCESSING
264,134,2024-07-22,PROCESSING
266,621,2023-03-11,DELIVERED
267,3352,2025-07-11,CANCELLED
268,760,2025-04-20,CANCELLED
269,2977,2024-12-17,PENDING
270,175,2026-08-10,CANCELLED
271,1715,2026-08-06,PENDING
272,1447,2025-03-05,SHIPPED
273,2204,2024-10-28,PROCESSING
274,2171,2024-02-18,SHIPPED
275,970,2023-09-09,CANCELLED
276,350,2025-06-18,RETURNED
277,1764,2024-04-04,RETURNED
278,3290,2024-07-14,REFUNDED
279,1976,2026-01-21,SHIPPED
281,1868,2023-06-21,SHIPPED
282,1275,2024-05-13,CANCELLED
283,1842,2025-12-03,SHIPPED
284,380,2025-10-30,PROCESSING
286,414,2025-04-03,PROCESSING
287,366,2026-02-06,CANCELLED
288,1361,2025-12-25,RETURNED
289,259,2026-01-30,PENDING
290,2137,2023-08-02,RETURNED
291,2240,2024-04-13,PROCESSING
292,1774,2026-07-22,RETURNED
293,3311,2024-11-14,PENDING
294,2435,2025-07-15,CANCELLED
295,1270,2023-11-22,DELIVERED
296,996,2026-02-10,SHIPPED
297,2539,2024-06-26,SHIPPED
298,915,2025-08-11,CANCELLED
299,1955,2026-02-04,DELIVERED
300,592,2025-03-25,CANCELLED
301,312,2025-10-10,REFUNDED
302,145,2025-05-27,PENDING
303,1888,2025-09-25,RETURNED
305,1582,2025-05-29,RETURNED
306,707,2025-03-19,PROCESSING
307,2829,2025-11-08,SHIPPED
308,3406,2026-03-11,CANCELLED
309,2217,2026-04-26,PROCESSING
310,1030,2026-05-20,REFUNDED
311,233,2025-12-23,RETURNED
312,913,2026-07-30,PROCESSING
313,2752,2025-04-11,PENDING
314,92,2026-05-24,REFUNDED
315,845,2026-03-28,RETURNED
316,825,2025-02-27,SHIPPED
317,2545,2026-06-08,DELIVERED
318,1841,2026-04-11,CANCELLED
319,1885,2026-05-16,PENDING
320,3425,2025-02-26,SHIPPED
321,2893,2022-12-29,RETURNED
322,1845,2025-01-07,CANCELLED
323,2913,2025-01-24,SHIPPED
324,2879,2025-10-25,PENDING
325,2203,2026-04-02,CANCELLED
326,1304,2026-03-01,REFUNDED
327,3340,2026-06-25,SHIPPED
328,198,2026-02-07,DELIVERED
329,1518,2025-12-01,RETURNED
330,3431,2026-02-22,SHIPPED
331,1415,2026-03-12,DELIVERED
332,1639,2024-08-16,RETURNED
334,2679,2025-12-21,CANCELLED
335,578,2026-07-30,SHIPPED
336,3339,2026-02-19,SHIPPED
337,2278,2026-04-29,PENDING
338,1987,2023-12-22,REFUNDED
339,3312,2026-01-17,SHIPPED
340,1602,2026-03-03,RETURNED
341,1886,2025-04-19,CANCELLED
342,1403,2025-08-19,CANCELLED
343,3326,2024-07-28,DELIVERED
344,1754,2025-11-18,CANCELLED
345,544,2025-07-14,PENDING
346,3252,2026-01-10,PENDING
347,723,2025-12-01,PROCESSING
348,388,2025-03-31,RETURNED
349,1113,2024-10-29,PENDING
350,2716,2025-07-23,RETURNED
351,1472,2026-07-19,REFUNDED
352,617,2026-03-25,CANCELLED
353,1947,2025-05-13,DELIVERED
354,2418,2025-09-28,SHIPPED
355,1515,2026-06-18,CANCELLED
356,3321,2025-04-09,REFUNDED
357,262,2026-07-25,SHIPPED
358,1855,2025-05-11,RETURNED
359,1336,2026-05-19,SHIPPED
360,3480,2026-03-09,PROCESSING
361,703,2026-08-10,PENDING
362,1962,2025-05-01,PENDING
363,930,2024-10-30,CANCELLED
364,1073,2025-12-11,PROCESSING
365,2511,2026-07-26,PENDING
366,1120,2026-03-19,PENDING
367,570,2025-11-11,CANCELLED
368,566,2026-05-07,PENDING
369,415,2025-09-16,PROCESSING
370,938,2026-05-13,REFUNDED
371,2650,2024-05-14,CANCELLED
372,2771,2025-07-14,PENDING
373,1978,2025-10-07,DELIVERED
374,1392,2026-04-08,RETURNED
375,2551,2023-12-01,CANCELLED
376,3167,2025-11-10,PROCESSING
377,2529,2023-11-03,PENDING
378,358,2026-08-10,SHIPPED
379,3211,2025-02-08,DELIVERED
380,2670,2026-02-26,RETURNED
381,2801,2026-02-21,SHIPPED
382,1383,2026-06-09,CANCELLED
383,1075,2025-11-30,RETURNED
384,397,2025-07-22,PROCESSING
385,3006,2024-04-14,CANCELLED
386,2882,2023-02-18,PENDING
387,22,2025-11-27,RETURNED
388,864,2025-07-19,PENDING
389,1749,2023-10-13,REFUNDED
390,1089,2026-07-14,SHIPPED
391,2216,2025-09-26,CANCELLED
392,1329,2025-05-07,REFUNDED
393,345,2025-07-08,DELIVERED
394,1571,2026-04-03,PENDING
395,516,2025-03-18,SHIPPED
397,2816,2026-07-14,PENDING
398,711,2024-10-21,PENDING
399,2253,2025-09-19,SHIPPED
400,634,2025-06-17,DELIVERED
401,37,2026-08-10,CANCELLED
402,2436,2025-05-09,SHIPPED
403,725,2026-08-05,RETURNED
404,750,2025-08-19,REFUNDED
405,1941,2026-06-19,DELIVERED
406,2433,2026-08-10,CANCELLED
407,1750,2025-07-20,PENDING
408,1018,2023-11-18,SHIPPED
409,949,2025-12-29,PROCESSING
410,1507,2025-07-07,PENDING
411,304,2025-12-13,CANCELLED
412,901,2025-07-25,DELIVERED
413,3011,2025-10-04,RETURNED
414,906,2025-04-13,PROCESSING
415,2342,2025-05-14,SHIPPED
416,1473,2024-12-05,PROCESSING
417,1864,2025-11-03,RETURNED
418,1204,2026-01-18,CANCELLED
419,3030,2025-11-10,RETURNED
420,489,2024-02-13,SHIPPED
421,1377,2026-03-18,REFUNDED
422,2073,2026-04-11,DELIVERED
423,373,2026-07-15,CANCELLED
424,1830,2026-03-13,RETURNED
425,2811,2026-07-03,PENDING
426,700,2025-11-23,REFUNDED
427,1007,2026-06-01,SHIPPED
428,2077,2023-07-16,REFUNDED
429,2832,2025-08-16,REFUNDED
430,3498,2026-01-22,RETURNED
431,2928,2026-07-09,SHIPPED
432,882,2026-06-04,PENDING
434,2998,2024-04-16,SHIPPED
435,1450,2025-04-04,SHIPPED
436,2661,2026-02-22,PROCESSING
437,2877,2025-06-12,PENDING
438,1455,2024-12-14,PENDING
439,1687,2025-06-27,PROCESSING
440,1401,2025-04-07,REFUNDED
441,3105,2026-03-26,PROCESSING
442,1513,2025-03-19,SHIPPED
443,932,2025-09-15,CANCELLED
444,686,2025-09-25,CANCELLED
445,2357,2026-06-04,REFUNDED
446,1995,2024-01-13,CANCELLED
447,1429,2022-09-03,CANCELLED
449,2346,2025-10-21,RETURNED
450,1287,2024-06-09,PENDING
452,2809,2026-02-05,CANCELLED
453,2667,2026-02-08,SHIPPED
454,2941,2026-02-26,SHIPPED
455,3439,2026-08-02,PROCESSING
456,2607,2026-04-29,REFUNDED
457,3027,2025-09-09,REFUNDED
458,2206,2026-04-10,DELIVERED
459,2569,2026-08-02,PENDING
460,2861,2026-08-10,REFUNDED
461,2225,2026-07-20,DELIVERED
462,614,2025-05-15,REFUNDED
463,2466,2023-10-25,SHIPPED
464,1068,2024-11-02,DELIVERED
465,742,2026-05-11,DELIVERED
466,1953,2026-08-09,SHIPPED
467,2988,2024-08-17,DELIVERED
468,992,2026-08-10,PROCESSING
469,2712,2023-09-14,REFUNDED
470,1114,2023-02-05,RETURNED
471,2065,2024-12-23,SHIPPED
472,1188,2026-05-25,CANCELLED
473,1923,2026-08-09,RETURNED
474,2818,2024-08-23,PENDING
475,266,2025-11-18,CANCELLED
476,2047,2026-08-06,DELIVERED
477,1296,2023-05-05,REFUNDED
478,3190,2026-04-20,CANCELLED
479,886,2025-10-31,PROCESSING
480,1122,2026-04-25,CANCELLED
481,2590,2026-06-21,DELIVERED
482,647,2026-04-17,DELIVERED
483,1016,2026-02-27,PROCESSING
484,1269,2025-12-22,RETURNED
485,904,2025-01-13,PROCESSING
486,1192,2025-07-17,PROCESSING
487,3168,2026-05-25,PENDING
488,2461,2025-11-17,PENDING
489,2499,2024-01-26,DELIVERED
490,1733,2026-06-07,CANCELLED
491,1655,2026-07-05,PENDING
492,297,2025-02-19,PROCESSING
493,1313,2026-02-06,RETURNED
494,1580,2025-09-30,PENDING
495,1792,2025-08-25,CANCELLED
496,2537,2026-06-18,RETURNED
497,2720,2024-10-14,RETURNED
498,1218,2025-07-08,PENDING
499,1773,2026-08-10,RETURNED
500,1718,2026-05-29,CANCELLED
501,2769,2025-07-09,RETURNED
502,314,2024-12-08,PENDING
503,2902,2026-06-10,DELIVERED
504,3267,2024-11-11,RETURNED
505,1751,2026-06-13,PROCESSING
506,2291,2025-04-10,REFUNDED
507,3194,2026-08-10,CANCELLED
508,2390,2026-05-14,REFUNDED
509,91,2026-08-06,REFUNDED
510,2116,2026-07-16,PROCESSING
511,3404,2026-03-06,RETURNED
512,1914,2025-12-15,RETURNED
513,138,2026-05-12,DELIVERED
514,1223,2024-08-09,DELIVERED
515,995,2024-08-16,PENDING
516,1906,2026-02-25,RETURNED
517,2463,2022-10-22,REFUNDED
518,1340,2025-04-24,PENDING
519,1956,2025-12-24,PENDING
520,1526,2025-09-22,REFUNDED
521,2916,2025-08-25,SHIPPED
523,3471,2025-08-25,REFUNDED
524,2160,2026-07-21,PROCESSING
525,1972,2026-01-10,PENDING
526,1234,2026-07-04,RETURNED
527,878,2025-11-15,CANCELLED
528,663,2026-08-07,PENDING
529,1615,2026-03-09,DELIVERED
530,3332,2025-11-11,CANCELLED
531,1989,2025-12-24,PROCESSING
532,2780,2026-08-10,DELIVERED
533,3338,2026-04-07,PENDING
535,2309,2026-08-10,REFUNDED
536,664,2025-10-06,PENDING
537,1189,2025-02-15,DELIVERED
538,111,2025-09-09,CANCELLED
539,2114,2025-10-03,RETURNED
540,27,2024-11-24,CANCELLED
541,2508,2026-08-04,SHIPPED
542,451,2026-04-18,CANCELLED
543,545,2025-08-09,PENDING
544,131,2025-01-21,DELIVERED
545,3336,2024-05-08,REFUNDED
546,2437,2025-12-14,RETURNED
547,911,2025-07-14,PENDING
548,610,2026-03-16,PROCESSING
549,3347,2026-02-09,CANCELLED
550,649,2026-05-19,PENDING
551,1593,2026-01-02,PENDING
552,216,2026-05-22,SHIPPED
553,2133,2025-10-13,CANCELLED
554,501,2026-05-24,CANCELLED
555,1374,2025-03-16,PROCESSING
556,2754,2025-11-09,DELIVERED
557,1771,2024-06-24,CANCELLED
558,1418,2026-03-06,RETURNED
559,393,2026-02-04,PROCESSING
560,1014,2025-10-06,DELIVERED
561,1084,2026-06-15,PROCESSING
562,3413,2026-07-29,DELIVERED
563,1905,2024-11-16,PENDING
566,2496,2022-10-02,SHIPPED
567,1238,2026-04-08,DELIVERED
568,749,2026-06-19,RETURNED
569,738,2026-06-02,DELIVERED
570,3382,2026-03-26,PROCESSING
571,2648,2026-06-30,CANCELLED
572,459,2023-01-11,RETURNED
573,2452,2025-12-18,DELIVERED
574,1210,2024-08-02,PENDING
575,1469,2024-09-27,REFUNDED
576,1536,2026-07-13,REFUNDED
577,715,2026-02-19,DELIVERED
578,1636,2025-07-06,REFUNDED
579,1416,2026-07-16,PENDING
580,3306,2026-08-06,RETURNED
581,473,2025-08-20,REFUNDED
582,2926,2026-07-15,CANCELLED
583,3241,2026-03-18,RETURNED
585,1487,2025-09-19,PENDING
586,1250,2026-08-10,PROCESSING
587,155,2023-12-27,CANCELLED
588,243,2026-06-19,PROCESSING
589,797,2026-06-05,PROCESSING
590,3021,2026-03-13,RETURNED
591,2480,2026-06-15,RETURNED
592,1677,2025-06-24,RETURNED
593,1448,2026-07-25,CANCELLED
594,1135,2025-01-23,DELIVERED
595,772,2024-12-11,PENDING
597,1164,2026-01-09,DELIVERED
598,255,2025-11-19,PROCESSING
599,2389,2026-05-26,SHIPPED
600,1365,2026-07-06,SHIPPED
601,143,2024-10-02,SHIPPED
602,2647,2025-04-28,RETURNED
603,753,2025-08-29,PROCESSING
604,346,2026-07-15,CANCELLED
605,832,2025-04-12,CANCELLED
606,1343,2025-10-29,RETURNED
608,555,2026-07-29,DELIVERED
609,3371,2023-10-07,SHIPPED
610,389,2026-07-19,DELIVERED
611,952,2026-05-21,PROCESSING
612,875,2026-07-27,PROCESSING
613,716,2025-05-09,PROCESSING
614,172,2025-10-09,PROCESSING
615,135,2025-08-05,RETURNED
616,2651,2023-05-08,CANCELLED
617,1029,2026-08-10,PENDING
618,361,2025-11-17,CANCELLED
619,3134,2025-07-09,DELIVERED
620,1050,2026-08-10,SHIPPED
621,3183,2025-05-12,PROCESSING
622,1321,2025-07-09,PENDING
623,421,2024-03-17,REFUNDED
624,51,2026-04-27,REFUNDED
625,2657,2026-07-01,REFUNDED
626,2417,2024-06-29,SHIPPED
627,2777,2026-02-08,REFUNDED
628,1560,2026-08-10,RETURNED
629,1541,2025-12-11,REFUNDED
630,1824,2026-08-09,PROCESSING
631,2287,2025-08-07,RETURNED
632,2367,2024-09-26,DELIVERED
633,2236,2024-10-01,PENDING
634,1357,2026-05-04,SHIPPED
635,1486,2025-09-17,PENDING
636,2840,2026-04-02,SHIPPED
637,3316,2026-06-18,DELIVERED
638,3411,2025-09-23,SHIPPED
639,2301,2025-07-29,CANCELLED
640,67,2023-09-11,DELIVERED
641,2336,2025-08-15,REFUNDED
642,3308,2023-09-30,PENDING
643,2614,2025-12-05,CANCELLED
644,698,2026-05-14,RETURNED
645,1490,2025-10-18,PROCESSING
646,696,2024-06-22,REFUNDED
647,1301,2026-07-26,PROCESSING
648,2283,2026-04-24,REFUNDED
649,1366,2026-08-04,DELIVERED
650,3334,2026-03-13,RETURNED
651,1063,2026-05-03,PENDING
652,1330,2025-05-31,PENDING
653,140,2026-08-10,PROCESSING
655,133,2025-06-22,REFUNDED
656,2909,2025-01-11,RETURNED
657,1659,2026-03-13,RETURNED
658,171,2026-07-18,PROCESSING
659,97,2026-02-09,PENDING
661,3060,2025-09-29,REFUNDED
662,2765,2025-07-09,SHIPPED
664,2625,2026-06-02,CANCELLED
665,708,2026-07-07,PENDING
666,2288,2025-04-19,SHIPPED
667,1681,2025-06-18,RETURNED
669,326,2026-08-10,REFUNDED
670,2857,2025-11-25,SHIPPED
671,2054,2025-08-28,REFUNDED
672,1752,2025-06-12,PENDING
673,691,2025-11-10,PENDING
674,865,2025-08-01,SHIPPED
676,546,2026-06-05,CANCELLED
677,2215,2024-06-05,PENDING
678,3499,2025-07-09,SHIPPED
679,2784,2025-12-01,DELIVERED
680,2596,2026-03-28,RETURNED
681,2717,2026-02-01,CANCELLED
682,251,2025-01-21,DELIVERED
684,1057,2025-08-16,PENDING
685,117,2024-11-04,REFUNDED
686,3231,2025-06-11,PENDING
687,1004,2026-05-26,REFUNDED
688,1031,2025-12-28,PROCESSING
689,1186,2025-08-08,PENDING
690,2528,2026-06-01,REFUNDED
691,3318,2026-08-10,DELIVERED
692,1130,2025-11-12,PENDING
693,699,2026-08-10,SHIPPED
694,2749,2024-10-16,REFUNDED
695,1968,2026-01-02,REFUNDED
696,308,2024-01-14,REFUNDED
697,445,2026-03-25,PROCESSING
698,857,2024-05-18,REFUNDED
699,3091,2026-03-30,PENDING
700,2912,2026-02-03,RETURNED
701,2451,2026-06-05,PROCESSING
702,2395,2026-08-06,PROCESSING
703,408,2024-12-05,CANCELLED
704,2279,2025-08-06,PROCESSING
705,2097,2026-07-13,PROCESSING
706,2419,2025-05-07,RETURNED
707,3307,2024-08-04,PROCESSING
708,2380,2025-03-31,PROCESSING
709,446,2026-06-28,RETURNED
710,1600,2026-02-06,RETURNED
712,39,2026-08-10,DELIVERED
713,82,2026-02-22,PROCESSING
714,2188,2023-07-17,DELIVERED
715,2622,2026-06-04,CANCELLED
716,2320,2026-05-20,PENDING
717,271,2025-03-02,PROCESSING
718,2326,2025-03-28,CANCELLED
719,293,2025-09-19,DELIVERED
720,1579,2025-02-14,PENDING
721,1746,2025-04-28,DELIVERED
722,2868,2025-02-16,RETURNED
724,227,2026-07-05,DELIVERED
725,2604,2024-02-06,CANCELLED
726,2425,2026-04-25,REFUNDED
727,1132,2025-10-11,PENDING
728,2303,2024-11-29,PROCESSING
729,2267,2025-08-06,PROCESSING
730,1787,2025-03-20,DELIVERED
731,1604,2025-10-22,SHIPPED
732,2753,2023-05-21,PROCESSING
733,1111,2025-08-22,SHIPPED
734,2872,2026-06-21,PENDING
735,2845,2023-11-30,CANCELLED
736,3483,2026-01-02,CANCELLED
737,3305,2025-10-05,PENDING
738,605,2025-07-13,REFUNDED
739,470,2026-08-10,RETURNED
740,3036,2025-10-27,REFUNDED
741,137,2024-06-03,RETURNED
742,1465,2026-03-17,PENDING
743,2305,2025-12-26,PROCESSING
744,2620,2026-01-12,PROCESSING
745,1352,2025-01-23,PROCESSING
746,200,2026-08-10,RETURNED
747,1253,2025-11-14,SHIPPED
748,1100,2023-01-09,DELIVERED
749,3065,2025-06-28,PROCESSING
750,3484,2022-11-02,RETURNED
751,1247,2024-02-06,CANCELLED
752,3032,2026-01-07,CANCELLED
753,1599,2026-07-30,CANCELLED
754,1827,2024-08-21,DELIVERED
755,1977,2026-02-28,RETURNED
756,2083,2023-10-13,RETURNED
757,2743,2023-11-03,RETURNED
758,1077,2026-06-28,DELIVERED
759,810,2026-01-15,REFUNDED
761,3278,2026-08-10,DELIVERED
762,2804,2024-11-13,RETURNED
763,714,2024-07-30,REFUNDED
764,910,2025-09-07,REFUNDED
765,2619,2026-08-10,DELIVERED
766,2488,2026-08-10,CANCELLED
767,2024,2026-08-10,PROCESSING
768,2616,2026-01-09,CANCELLED
769,242,2026-02-03,SHIPPED
770,3043,2025-06-10,SHIPPED
771,2100,2025-05-07,CANCELLED
772,424,2025-06-05,SHIPPED
773,1703,2024-07-02,CANCELLED
774,2910,2022-11-24,CANCELLED
775,2269,2026-04-03,PROCESSING
776,62,2024-09-09,PROCESSING
777,1920,2026-01-14,PROCESSING
778,2826,2026-05-23,CANCELLED
779,1334,2026-01-30,RETURNED
780,156,2026-03-14,CANCELLED
781,460,2026-06-14,REFUNDED
782,1322,2026-01-25,CANCELLED
783,3163,2026-02-17,REFUNDED
784,1303,2025-01-17,REFUNDED
785,1389,2026-02-04,PENDING
786,1722,2025-04-27,DELIVERED
787,2294,2026-05-28,REFUNDED
788,2271,2025-10-13,DELIVERED
789,1583,2024-07-03,SHIPPED
790,1673,2025-02-02,REFUNDED
791,3196,2024-11-23,DELIVERED
792,7,2024-11-28,PENDING
793,642,2026-04-18,PENDING
794,2031,2026-05-18,REFUNDED
795,229,2025-09-23,CANCELLED
796,2824,2026-01-30,REFUNDED
797,3200,2025-05-27,DELIVERED
798,292,2025-06-21,RETURNED
800,2063,2024-05-21,SHIPPED
