product_id,product_name,category,subcategory,brand,price,cost_price,stock_quantity
121,External Ssd 1Tb,Toys,Figures,Readwell,967.75,412.98,379
122,Chino Pants,Clothing,Footwear,Homecraft,1118.19,775.97,163
123,Denim Jeans,Office,Furniture,Greenleaf,19.99,19.99,382
124,4K Monitor,Sports,Fitness,Speedpro,900.32,578.96,78
125,Chef Knife,Books,Fiction,Urbanfit,1272.85,718.37,172
126,Car Polish,Toys,Figures,Apex,1485.51,929.45,297
127,Webcam Hd,Sports,Equipment,Homecraft,1275.46,513.68,371
128,Cable Organizer,Home & Kitchen,Decor,Urbanfit,1019.08,443.51,263
129,Organic Rice,Toys,Vehicles,Speedpro,1454.73,1014.45,343
130,Unnamed Product,Toys,Games,Homecraft,1298.01,742.19,140
131,Standing Desk,Home & Kitchen,Decor,Optima,1192.53,767.82,10
132,Desk Organizer,Automotive,Parts,Homecraft,1176.28,787.26,92
133,Dress Shirt,Grocery,Snacks,Novatech,12.95,5.66,152
134,Paper Clips,Electronics,Computing,Vertex,261.54,129.17,466
135,Unnamed Product,Automotive,Interior,Urbanfit,911.22,423.55,183
136,Puzzle Set,Sports,Team,Urbanfit,116.16,48.92,375
137,Chino Pants,Office,Furniture,Apex,1073.09,649.43,208
138,Ergonomic Chair,Beauty,Fragrance,Apex,547.41,239.25,269
139,Yoga Mat,Grocery,Pantry,Urbanfit,885.29,553.8,92
140,Desk Organizer,Toys,Figures,Vertex,829.74,345.06,371
141,Perfume,Books,Children,Speedpro,1062.71,654.14,472
142,Unnamed Product,Clothing,Footwear,Novatech,955.26,464.02,475
143,Mechanical Keyboard,Toys,Vehicles,Vertex,1443.43,937.39,3
144,Desk Organizer,Books,Fiction,Apex,1125.74,495.32,180
145,Puzzle Set,Home & Kitchen,Storage,Readwell,745.77,363.98,109
146,Building Blocks,Sports,Fitness,Apex,330.1,150.48,181
147,Organic Rice,Clothing,Women,Purelife,740.6,336.72,415
148,Olive Oil,Grocery,Beverages,Urbanfit,986.13,614.53,461
149,Cast Iron Pan,Sports,Fitness,Speedpro,1422.81,963.34,431
150,Denim Jeans,Clothing,Men,Vertex,169.04,89.64,148
151,Desk Lamp,Books,Non-Fiction,Speedpro,1142.54,699.16,414
152,Wiper Blades,Books,Non-Fiction,Apex,918.59,472.25,268
153,Unnamed Product,Toys,Figures,Homecraft,336.54,139.42,20
154,Treadmill,Grocery,Snacks,Novatech,321.9,203.16,66
155,Shampoo,Office,Supplies,Vertex,1115.67,642.59,467
156,Chino Pants,Grocery,Pantry,Unknown,293.42,165.83,129
157,Tennis Racket,Grocery,Pantry,Urbanfit,1342.88,922.21,31
158,Chino Pants,Toys,Figures,Speedpro,1112.36,535.54,94
159,Coffee Maker,Electronics,Displays,Apex,890.2,368.26,121
160,Leather Belt,Sports,Outdoor,Novatech,1413.35,833.6,497
161,Desk Lamp,Automotive,Maintenance,Purelife,1419.9,979.12,90
162,Usb-C Hub,Office,Stationery,Homecraft,808.39,376.86,137
163,Unnamed Product,Books,Children,Greenleaf,237.67,107.93,144
164,Wool Scarf,Toys,Vehicles,Optima,1328.44,830.45,6
165,Unnamed Product,Clothing,Men,Novatech,579.06,233.26,405
166,Basketball,Clothing,Women,Homecraft,1279.81,777.63,321
167,Usb-C Hubω,Clothing,Footwear,Readwell,1238.25,821.82,196
168,Surge Protector,Clothing,Women,Apex,740.26,430.35,91
169,Football,Toys,Vehicles,Greenleaf,901.41,612.84,415
170,Portable Charger,Home & Kitchen,Appliances,Vertex,1184.33,731.93,74
171,Denim Jeans,Toys,Games,Homecraft,276.89,156.39,275
172,Desk Organizer,Books,Children,Apex,806.63,323.35,435
173,Car Polish,Clothing,Men,Optima,1436.63,968.13,124
174,Blender,Home & Kitchen,Cookware,Apex,88.51,37.36,428
175,Wool Scarf,Beauty,Haircare,Urbanfit,50.12,30.55,153
176,Basketball,Electronics,Accessories,Speedpro,668.73,403.89,448
177,Fiction Novel,Automotive,Maintenance,Homecraft,1379.12,574.82,200
178,Portable Charger,Grocery,Organic,Homecraft,1225.75,528.69,185
179,Football,Sports,Outdoor,Novatech,46.92,19.97,291
180,Air Freshener,Beauty,Skincare,Speedpro,19.99,19.99,359
181,Football,Automotive,General,Greenleaf,613.88,360.83,487
182,Coffee Maker,Home & Kitchen,Appliances,Greenleaf,1212.17,608.15,184
183,Unnamed Product,Toys,Vehicles,Urbanfit,64.81,31.94,444
184,Ergonomic Chair,Grocery,Snacks,Greenleaf,750.86,406.95,131
185,Olive Oil,Home & Kitchen,Cookware,Urbanfit,977.18,541.11,319
186,Perfume,Toys,Figures,Homecraft,129.81,73.76,79
187,Biography,Office,Equipment,Optima,566.84,305.79,43
188,Cable Organizer,Toys,Figures,Greenleaf,1376.59,738.37,279
189,Car Polish,Books,Reference,Greenleaf,222.53,103.13,11
190,Puzzle Set,Home & Kitchen,Cookware,Readwell,408.41,169.95,458
191,Basketball,Sports,Outdoor,Speedpro,1445.22,878.51,199
192,Cast Iron Pan,Office,Furniture,Urbanfit,121.31,82.51,255
193,Surge Protector,Toys,Games,Vertex,19.99,19.99,96
194,Paper Clips,Office,Equipment,Readwell,1162.69,640.21,444
195,Tire Cleaner,Grocery,Organic,Urbanfit,975.11,499.19,283
196,Paper Clips,Sports,Equipment,Apex,656.62,265.88,477
197,Tire Cleaner,Office,Stationery,Greenleaf,1126.16,489.15,438
198,Cotton T-Shirt,Grocery,Organic,Optima,529.16,351.3,135
199,Doll House,Electronics,Displays,Purelife,1011.57,695.71,220
200,Building Blocks,Toys,Building,Optima,293.02,137.51,363
201,Wiper Blades,Office,Equipment,Unknown,181.96,114.82,78
202,Paper Clips,Clothing,Accessories,Homecraft,1381.28,774.38,125
203,Sunscreen,Electronics,Accessories,Apex,1156.73,560.71,458
204,Unnamed Product,Beauty,Haircare,Speedpro,743.89,438.94,230
205,Dress Shirt,Home & Kitchen,Cookware,Readwell,451.63,206.78,15
206,Ballpoint Pens,Home & Kitchen,Appliances,Urbanfit,770.05,419.27,488
207,Unnamed Product,Grocery,Organic,Speedpro,703.22,448.62,300
208,Chef Knife,Grocery,Organic,Speedpro,1430.86,723.84,459
209,External Ssd 1Tb,Electronics,Accessories,Novatech,676.85,435.02,219
210,Moisturizer Ñ,Books,Reference,Purelife,371.74,211.33,197
211,Coffee Maker,Clothing,Footwear,Speedpro,793.25,393.48,100
212,Tire Cleaner,Sports,General,Vertex,750.47,505.44,145
213,Remote Control Car,Automotive,Care,Purelife,60.32,31.37,284
214,Tire Cleaner,Toys,Games,Vertex,920.41,430.02,422
215,Cable Organizer,Toys,Vehicles,Novatech,1490.33,947.08,56
216,Science Journal,Beauty,Makeup,Speedpro,117.18,70.36,267
217,Air Freshener,Sports,Team,Homecraft,993.59,616.6,105
218,Portable Charger,Electronics,Computing,Homecraft,19.99,19.99,263
219,Yoga Mat,Home & Kitchen,Cookware,Speedpro,1064.22,514.39,84
220,Unnamed Product,Clothing,Men,Optima,225.19,119.23,77
221,Organic Rice,Electronics,Displays,Speedpro,764.34,369.01,311
222,Unnamed Product,Electronics,Computing,Homecraft,168.22,102.59,207
223,Standing Desk,Sports,Equipment,Apex,333.72,224.37,318
224,Yoga Mat,Books,Non-Fiction,Urbanfit,1279.57,850.12,87
225,Mechanical Keyboard,Grocery,Pantry,Optima,893.03,559.48,396
226,Science Journal,Beauty,Makeup,Purelife,1206.81,603.55,265
227,Air Freshener,Automotive,Care,Speedpro,173.57,108.19,99
228,Sunscreen,Sports,Equipment,Readwell,959.9,395.8,266
229,Cotton T-Shirt,Grocery,Snacks,Readwell,653.01,391.35,155
230,External Ssd 1Tb,Electronics,Displays,Unknown,1200.67,796.78,402
231,Winter Jacket,Sports,Outdoor,Purelife,1430.75,863.53,197
232,Standing Desk,Sports,Team,Readwell,1340.08,758.87,154
233,Science Journal,Grocery,Beverages,Purelife,852.15,450.19,215
234,Almonds,Automotive,Care,Optima,46.36,27.18,460
235,Biography,Toys,Vehicles,Apex,19.99,19.99,148
236,Football,Clothing,Men,Urbanfit,1297.14,639.84,479
237,Engine Oil,Books,Fiction,Novatech,937.37,499.75,28
238,Science Journal,Home & Kitchen,Appliances,Speedpro,609.8,247.88,72
239,Rice Cooker,Automotive,Interior,Speedpro,260.3,166.58,237
240,Puzzle Set,Sports,Equipment,Greenleaf,226.5,156.02,239
241,Honey Jar,Home & Kitchen,Storage,Urbanfit,418.96,211.81,368
242,Honey Jar,Home & Kitchen,Storage,Greenleaf,1074.19,487.8,362
243,Unnamed Product,Beauty,Fragrance,Greenleaf,392.53,213.11,389
244,Rice Cooker,Home & Kitchen,Decor,Purelife,162.61,106.05,472
245,Unnamed Product,Toys,Vehicles,Urbanfit,1049.58,586.25,404
246,Noise Cancelling Headphones,Clothing,Women,Optima,945.52,614.32,292
247,Wiper Blades,Office,Furniture,Optima,531.39,231.36,118
248,Paper Clips,Books,Reference,Apex,499.72,236.08,265
249,Wiper Blades,Office,Stationery,Novatech,471.79,225.64,171
250,Bluetooth Speaker,Automotive,Maintenance,Vertex,213.23,134.27,18
251,Portable Charger,Office,Stationery,Purelife,1425.1,699.76,435
252,Air Fryer,Electronics,Audio,Optima,37.05,19.12,193
253,Organic Rice,Automotive,Interior,Novatech,1053.49,450.47,5
254,Unnamed Product,Electronics,Computing,Homecraft,854.22,374.93,203
255,Cotton T-Shirt,Clothing,Footwear,Greenleaf,986.59,673.28,399
256,Toaster,Sports,Team,Homecraft,792.62,517.13,266
257,Chef Knife,Home & Kitchen,Cookware,Novatech,188.5,108.66,153
258,Desk Lamp,Office,Equipment,Speedpro,94.27,56.38,16
259,Tennis Racket,Office,Supplies,Vertex,1406.14,742.81,373
260,Bluetooth Speaker,Automotive,Parts,Vertex,1212.05,579.4,491
261,Unnamed Product,Electronics,Accessories,Vertex,202.14,97.15,128
262,Mechanical Keyboard✓,Office,Supplies,Greenleaf,190.83,108.2,209
263,Desk Lamp,Office,Supplies,Homecraft,418.28,185.75,316
264,Air Fryer,Electronics,Computing,Readwell,176.09,71.29,432
265,Moisturizer,Electronics,Computing,Purelife,812.95,491.27,36
266,History Book,Beauty,Fragrance,Urbanfit,218.89,106.66,76
267,Noise Cancelling Headphones,Books,Reference,Vertex,163.81,84.25,332
268,Portable Charger,Books,Children,Optima,1438.13,691.39,428
269,Unnamed Product,Beauty,Haircare,Purelife,496.37,209.93,185
270,Air Fryer,Toys,Vehicles,Urbanfit,676.2,431.93,174
271,Desk Lamp,Automotive,General,Readwell,615.7,377.68,240
272,Denim Jeans,Toys,Building,Speedpro,1304.83,616.44,150
273,Basketball,Office,Stationery,Greenleaf,889.25,471.93,387
274,Running Shoes,Office,Stationery,Optima,19.99,19.99,395
275,Science Journal,Electronics,Displays,Homecraft,742.46,358.96,450
276,Standing Desk,Home & Kitchen,Cookware,Vertex,524.27,355.12,341
277,Standing Desk,Automotive,Interior,Novatech,314.22,152.26,485
278,Olive Oil,Grocery,Snacks,Apex,783.73,546.98,374
279,Moisturizer,Books,Fiction,Purelife,1206.43,496.45,51
280,Ballpoint Pens,Automotive,Care,Homecraft,479.69,213.67,416
281,Tire Cleaner™,Books,Fiction,Urbanfit,427.48,249.65,323
282,Tennis Racket,Home & Kitchen,Storage,Optima,728.92,312.68,57
283,History Book,Grocery,Snacks,Urbanfit,632.28,344.67,412
284,Board Game,Electronics,Accessories,Purelife,1032.39,663.53,217
285,Webcam Hd,Books,Reference,Apex,406.12,237.17,168
286,Paper Clips,Electronics,Displays,Optima,34.77,19.49,80
287,Building Blocks,Books,Reference,Novatech,1290.28,808.41,269
288,Building Blocks,Electronics,Computing,Speedpro,1188.05,521.98,379
289,Desk Lamp,Automotive,Parts,Speedpro,119.4,69.46,159
290,Puzzle Set,Electronics,Accessories,Apex,770.96,402.36,142
291,Desk Organizer,Toys,Building,Vertex,762.35,395.82,118
292,Air Freshener,Sports,Team,Apex,846.9,495.39,242
293,Air Fryer,Grocery,Snacks,Novatech,93.09,43.08,287
294,Paper Clips,Books,Reference,Speedpro,752.21,385.66,387
295,Ballpoint Pens,Home & Kitchen,Appliances,Optima,1123.47,452.51,60
296,Biography,Sports,Team,Vertex,1081.3,552.95,309
297,Almonds,Beauty,Haircare,Novatech,319.86,145.95,355
298,Honey Jar,Electronics,General,Readwell,499.89,330.14,299
299,Perfume,Toys,Games,Urbanfit,938.62,404.26,408
300,Lipstick,Office,General,Homecraft,498.58,319.59,75
301,Car Polish,Beauty,Skincare,Optima,1312.54,619.82,201
302,Lipstick,Beauty,Fragrance,Readwell,1060.83,691.62,286
303,Kettle,Automotive,Parts,Speedpro,1029.61,584.75,471
304,Sunscreen,Electronics,Computing,Novatech,564.43,231.45,140
305,Building Blocks,Sports,Team,Greenleaf,70.65,38.29,447
306,Paper Clips,Electronics,Accessories,Apex,1212.1,716.65,31
307,Paper Clips,Books,Fiction,Purelife,419.82,286.39,206
308,Bluetooth Speaker,Automotive,Interior,Urbanfit,102.1,66.63,481
309,Self Help Guide,Clothing,Footwear,Apex,843.03,486.72,494
310,Sun Glasses,Books,Reference,Homecraft,1184.15,735.87,158
311,History Book,Home & Kitchen,Storage,Greenleaf,271.11,148.29,296
312,Ballpoint Pens,Home & Kitchen,Cookware,Readwell,677.25,413.05,257
313,Cookbook,Books,Reference,Greenleaf,140.67,71.98,193
314,4K Monitor,Clothing,Footwear,Purelife,19.99,19.99,95
315,Olive Oil,Grocery,Organic,Speedpro,1214.78,839.69,449
316,Wiper Blades,Toys,Games,Optima,166.23,114.99,384
317,Football,Electronics,General,Urbanfit,1183.9,502.11,120
318,Organic Rice,Books,Non-Fiction,Speedpro,139.79,94.2,342
319,Almonds,Clothing,Accessories,Speedpro,1060.8,594.3,177
320,Noise Cancelling Headphones,Office,Furniture,Apex,336.42,148.5,96
321,Science Journal,Beauty,Makeup,Speedpro,655.91,340.72,264
322,Almonds,Beauty,Skincare,Greenleaf,1210.3,727.46,216
323,Science Journal,Clothing,Accessories,Urbanfit,640.34,358.28,196
324,Desk Lamp,Uncategorized,Fragrance,Greenleaf,229.82,95.38,306
325,Kettleñ,Sports,General,Novatech,641.42,332.81,89
326,Standing Desk,Home & Kitchen,Decor,Optima,193.44,79.73,167
327,Leather Belt,Clothing,Accessories,Urbanfit,915.97,436.97,334
328,Desk Lamp,Toys,Building,Novatech,1256.09,680.64,389
329,Self Help Guide,Home & Kitchen,General,Speedpro,1121.56,541.07,236
330,Dumbbell Set,Books,Fiction,Speedpro,150.23,74.91,199
331,Mechanical Keyboard,Beauty,Fragrance,Speedpro,517.7,212.09,436
332,Desk Lamp,Automotive,Maintenance,Greenleaf,948.91,427.03,180
333,Doll House,Electronics,Accessories,Apex,1493.75,695.33,56
334,Baseball Cap,Toys,Figures,Purelife,1298.01,726.56,115
335,Tire Cleanerñ,Sports,Equipment,Apex,1136.45,677.25,498
336,Chino Pants,Office,Furniture,Purelife,956.43,430.33,320
337,Ergonomic Chair,Electronics,Displays,Urbanfit,1428.0,876.56,102
338,Biography,Electronics,Computing,Greenleaf,101.89,44.15,309
339,Wool Scarf,Clothing,Men,Speedpro,371.06,246.76,275
340,Desk Organizer,Grocery,Organic,Optima,1073.56,571.15,403
341,Leather Belt,Office,Stationery,Readwell,1271.36,753.42,37
342,Engine Oil,Sports,Team,Urbanfit,1129.98,549.77,113
343,Shampoo,Sports,Outdoor,Urbanfit,1072.13,522.88,196
344,Air Fryer,Books,Reference,Greenleaf,46.86,21.14,176
345,Wiper Blades,Beauty,Makeup,Purelife,474.86,219.35,76
346,Cotton T-Shirt,Beauty,Makeup,Optima,976.74,607.94,186
347,Remote Control Car,Beauty,Skincare,Greenleaf,941.46,446.62,131
348,Dress Shirt,Books,Non-Fiction,Apex,1036.09,455.64,155
349,Air Fryer,Office,Equipment,Apex,369.68,200.67,51
350,Coffee Maker,Sports,Fitness,Vertex,899.44,627.51,128
351,Cookbook,Home & Kitchen,Storage,Readwell,741.43,408.47,320
352,Dress Shirt,Beauty,Makeup,Purelife,733.92,412.15,93
353,Cable Organizer,Books,Reference,Vertex,1145.45,569.44,98
354,Sun Glasses,Office,Furniture,Homecraft,1279.26,692.84,438
355,Perfume,Beauty,Fragrance,Novatech,221.74,112.22,412
356,Honey Jar,Electronics,Computing,Purelife,1151.73,716.04,408
357,Wiper Blades,Sports,Fitness,Novatech,662.94,342.75,491
358,Engine Oil,Office,Equipment,Greenleaf,378.51,236.55,166
359,Board Game,Home & Kitchen,Storage,Optima,1237.33,603.11,11
360,External Ssd 1Tb,Beauty,Fragrance,Purelife,1306.72,903.51,132
361,Usb-C Hub,Toys,Figures,Novatech,214.69,142.11,167
362,Engine Oil,Beauty,Skincare,Apex,427.55,231.11,332
363,Portable Charger,Toys,Games,Vertex,1151.83,643.08,354
364,Organic Riceω,Toys,Games,Homecraft,19.99,19.99,272
365,Cast Iron Pan,Office,Supplies,Apex,1156.03,755.36,399
366,Tennis Racket,Beauty,Fragrance,Homecraft,1432.21,584.61,449
367,Olive Oil,Toys,Building,Homecraft,189.04,109.09,63
368,Baseball Cap,Office,Stationery,Speedpro,762.51,530.36,409
369,Air Freshener,Clothing,Accessories,Purelife,19.99,19.99,222
370,Science Journal,Clothing,Accessories,Urbanfit,347.88,152.51,79
371,Car Polish,Electronics,Computing,Optima,1144.61,712.62,414
372,Shampoo,Clothing,Women,Novatech,1319.21,658.91,455
373,Unnamed Product,Electronics,Displays,Apex,1370.79,743.94,212
374,Desk Organizer,Office,Stationery,Vertex,663.41,284.55,252
375,Cast Iron Pan,Automotive,Interior,Vertex,193.11,90.35,94
376,Science Journal,Grocery,Snacks,Novatech,496.29,317.59,323
377,Cast Iron Pan,Electronics,Computing,Homecraft,1469.39,947.9,295
378,Coffee Maker,Sports,Equipment,Readwell,682.51,451.54,395
379,Standing Desk,Beauty,Fragrance,Greenleaf,1003.67,437.68,364
380,Tennis Racket,Toys,Building,Homecraft,464.0,213.26,381
381,Winter Jacket,Automotive,Care,Apex,846.5,499.83,439
382,Winter Jacket,Office,Equipment,Speedpro,813.52,439.63,69
383,Science Journal,Sports,Team,Greenleaf,5.52,3.47,413
384,Toaster,Home & Kitchen,Decor,Speedpro,589.89,366.85,483
385,Chef Knife,Sports,Team,Greenleaf,19.99,19.99,380
386,Winter Jacket,Beauty,Fragrance,Urbanfit,110.24,66.96,406
387,Biography,Clothing,Men,Speedpro,340.82,201.57,442
388,Self Help Guide,Automotive,Maintenance,Homecraft,1357.56,633.19,222
389,Cable Organizer,Grocery,Organic,Apex,1495.96,651.1,391
390,Doll House,Electronics,Accessories,Speedpro,1223.84,498.95,290
391,Football,Toys,Building,Homecraft,152.7,96.98,166
392,Fiction Novel,Home & Kitchen,Appliances,Urbanfit,1154.06,758.21,170
393,Desk Organizer,Books,Reference,Urbanfit,1111.08,511.81,438
394,Tennis Racket,Grocery,Snacks,Optima,508.81,288.99,91
395,Portable Charger,Clothing,Accessories,Readwell,301.93,208.7,165
396,Olive Oil,Books,Non-Fiction,Homecraft,1240.06,797.93,74
397,Toaster,Office,Equipment,Vertex,1447.05,828.63,461
398,Fiction Novel,Beauty,Fragrance,Urbanfit,1061.58,688.15,359
399,Desk Organizer,Clothing,Accessories,Optima,870.53,406.7,137
400,Webcam Hd,Grocery,Organic,Purelife,693.05,424.07,32
401,External Ssd 1Tb,Sports,Team,Speedpro,1432.32,767.2,275
402,Science Journal,Office,Equipment,Purelife,499.14,315.65,36
