order_item_id,order_id,product_id,quantity,unit_price,discount,line_total,item_id,discount_percent
158,51,249,8,695.51,0.0,5564.08,158,0.0
159,51,195,4,857.65,0.0,3430.6,159,0.0
160,51,312,2,1226.39,0.06,2305.61,160,0.06
161,51,466,5,1426.15,0.0,7130.75,161,0.0
162,51,209,1,233.64,0.0,233.64,162,0.0
163,51,78,3,537.06,0.0,1611.18,163,0.0
166,54,492,6,428.37,0.0,2570.22,166,0.0
167,54,70,4,953.64,0.0,3814.56,167,0.0
168,54,279,7,844.36,0.0,5910.52,168,0.0
169,54,406,3,611.34,0.0,1834.02,169,0.0
170,54,395,5,1493.05,0.18,6121.5,170,0.18
171,55,495,8,1032.46,0.0,8259.68,171,0.0
174,57,341,3,783.93,0.38,1458.11,174,0.38
175,57,346,1,357.12,0.0,357.12,175,0.0
176,57,278,7,214.94,0.0,1504.58,176,0.0
177,57,431,6,467.86,0.0,2807.16,177,0.0
178,58,33,4,589.07,0.0,2356.28,178,0.0
179,58,304,7,1055.06,0.0,7385.42,179,0.0
180,58,496,1,484.55,0.0,484.55,180,0.0
181,58,311,1,784.17,0.0,784.17,181,0.0
182,58,193,6,138.99,0.0,833.94,182,0.0
183,58,197,8,1455.43,0.0,11643.44,183,0.0
184,59,420,5,784.09,0.11,3489.2,184,0.11
185,59,295,4,277.71,0.0,1110.84,185,0.0
187,60,3,1,1456.01,0.0,1456.01,187,0.0
188,60,8,3,920.37,0.0,2761.11,188,0.0
189,61,177,4,163.2,0.39,398.21,189,0.39
190,61,27,8,1129.8,0.0,9038.4,190,0.0
191,62,233,6,176.05,0.0,1056.3,191,0.0
192,62,221,1,1398.16,0.0,1398.16,192,0.0
193,62,382,1,658.16,0.0,658.16,193,0.0
194,62,273,3,1280.64,0.0,3841.92,194,0.0
195,62,110,6,1405.41,0.0,8432.46,195,0.0
196,63,82,3,1344.78,0.0,4034.34,196,0.0
197,63,291,5,661.28,0.0,3306.4,197,0.0
198,63,434,8,1442.16,0.0,11537.28,198,0.0
199,63,479,6,877.41,0.0,5264.46,199,0.0
200,64,166,8,1411.88,0.0,11295.04,200,0.0
201,64,27,7,963.53,0.0,6744.71,201,0.0
202,64,161,6,397.19,0.0,2383.14,202,0.0
203,64,491,6,1034.51,0.0,6207.06,203,0.0
204,64,209,7,560.05,0.0,3920.35,204,0.0
205,64,367,7,960.62,0.0,6724.34,205,0.0
206,65,328,3,265.95,0.32,542.54,206,0.32
207,66,370,7,368.99,0.0,2582.93,207,0.0
208,66,490,5,476.09,0.0,2380.45,208,0.0
209,66,50,6,1477.32,0.0,8863.92,209,0.0
210,66,161,4,1254.79,0.0,5019.16,210,0.0
211,66,350,2,969.46,0.0,1938.92,211,0.0
212,66,308,3,198.97,0.0,596.91,212,0.0
213,67,293,2,377.88,0.0,755.76,213,0.0
214,68,63,7,1078.39,0.0,7548.73,214,0.0
215,69,162,5,1275.14,0.0,6375.7,215,0.0
221,71,429,7,638.52,0.35,2905.27,221,0.35
222,72,58,6,837.11,0.0,5022.66,222,0.0
223,72,195,6,1454.24,0.0,8725.44,223,0.0
224,72,249,1,626.7,0.0,626.7,224,0.0
225,73,57,7,1330.18,0.0,9311.26,225,0.0
226,73,436,3,120.04,0.05,342.11,226,0.05
227,73,71,5,504.81,0.0,2524.05,227,0.0
228,73,400,5,992.36,0.0,4961.8,228,0.0
229,73,103,6,132.1,0.0,792.6,229,0.0
230,73,375,8,776.21,0.0,6209.68,230,0.0
248,78,477,6,661.56,0.0,3969.36,248,0.0
249,78,181,3,1252.38,0.0,3757.14,249,0.0
250,78,65,8,1412.26,0.0,11298.08,250,0.0
251,78,417,2,547.83,0.0,1095.66,251,0.0
252,78,159,5,1135.52,0.0,5677.6,252,0.0
253,79,342,5,1343.12,0.0,6715.6,253,0.0
254,79,129,2,895.94,0.0,1791.88,254,0.0
255,79,115,8,728.14,0.0,5825.12,255,0.0
256,79,68,8,389.78,0.0,3118.24,256,0.0
257,79,85,1,151.41,0.0,151.41,257,0.0
258,80,244,4,449.79,0.0,1799.16,258,0.0
259,80,36,6,647.24,0.0,3883.44,259,0.0
260,80,83,8,1488.38,0.0,11907.04,260,0.0
261,81,175,4,1339.34,0.0,5357.36,261,0.0
262,81,403,7,1201.14,0.0,8407.98,262,0.0
263,81,395,2,1060.21,0.0,2120.42,263,0.0
264,81,297,2,409.04,0.0,818.08,264,0.0
265,81,288,4,304.7,0.0,1218.8,265,0.0
266,82,382,6,1017.39,0.0,6104.34,266,0.0
267,82,365,8,1415.44,0.07,10530.87,267,0.07
268,82,95,5,52.73,0.0,263.65,268,0.0
269,82,13,2,293.1,0.0,586.2,269,0.0
270,82,69,1,1441.28,0.0,1441.28,270,0.0
271,83,131,4,207.36,0.0,829.44,271,0.0
272,83,467,6,902.19,0.0,5413.14,272,0.0
273,83,40,5,272.83,0.0,1364.15,273,0.0
274,84,144,6,536.71,0.18,2640.61,274,0.18
275,84,418,4,866.5,0.0,3466.0,275,0.0
276,85,219,1,448.64,0.0,448.64,276,0.0
277,86,385,8,512.55,0.35,2665.26,277,0.35
278,87,189,1,709.85,0.0,709.85,278,0.0
279,87,160,8,1457.43,0.0,11659.44,279,0.0
280,87,419,5,1292.17,0.0,6460.85,280,0.0
281,87,475,3,714.49,0.11,1907.69,281,0.11
282,88,170,2,312.33,0.0,624.66,282,0.0
283,88,387,1,578.46,0.0,578.46,283,0.0
284,89,345,3,492.37,0.0,1477.11,284,0.0
285,89,435,7,567.2,0.0,3970.4,285,0.0
286,89,416,2,313.41,0.0,626.82,286,0.0
287,89,174,5,387.17,0.0,1935.85,287,0.0
288,90,232,3,459.67,0.0,1379.01,288,0.0
289,90,226,5,218.5,0.0,1092.5,289,0.0
290,90,371,1,552.49,0.0,552.49,290,0.0
291,90,310,1,1439.94,0.0,1439.94,291,0.0
292,91,21,4,1418.51,0.0,5674.04,292,0.0
293,91,36,1,851.39,0.0,851.39,293,0.0
294,91,190,2,423.53,0.0,847.06,294,0.0
295,91,94,2,700.63,0.0,1401.26,295,0.0
296,92,361,1,556.99,0.0,556.99,296,0.0
297,93,258,4,1149.45,0.0,4597.8,297,0.0
298,93,230,8,873.45,0.0,6987.6,298,0.0
299,93,30,5,775.11,0.0,3875.55,299,0.0
300,94,254,6,963.1,0.0,5778.6,300,0.0
301,94,221,8,164.94,0.0,1319.52,301,0.0
303,94,434,4,111.18,0.0,444.72,303,0.0
304,94,366,3,1316.12,0.0,3948.36,304,0.0
305,95,76,6,1150.72,0.0,6904.32,305,0.0
306,95,434,8,372.29,0.0,2978.32,306,0.0
307,95,40,1,166.97,0.0,166.97,307,0.0
308,95,491,5,584.46,0.2,2337.84,308,0.2
309,95,400,3,402.91,0.0,1208.73,309,0.0
310,95,37,8,1061.81,0.0,8494.48,310,0.0
311,96,317,5,1200.52,0.0,6002.6,311,0.0
312,97,244,2,916.37,0.0,1832.74,312,0.0
313,97,252,1,666.56,0.19,539.91,313,0.19
315,98,204,2,1180.72,0.0,2361.44,315,0.0
316,98,416,1,1126.68,0.0,1126.68,316,0.0
317,99,372,7,481.34,0.0,3369.38,317,0.0
318,99,433,2,1363.44,0.0,2726.88,318,0.0
319,100,194,5,779.64,0.32,2650.78,319,0.32
320,100,245,1,1410.49,0.26,1043.76,320,0.26
321,100,218,3,389.64,0.0,1168.92,321,0.0
322,100,70,6,99.05,0.0,594.3,322,0.0
323,100,448,3,588.75,0.0,1766.25,323,0.0
324,100,168,3,1267.5,0.0,3802.5,324,0.0
325,101,494,6,702.56,0.0,4215.36,325,0.0
326,101,177,1,978.01,0.0,978.01,326,0.0
327,101,71,4,483.91,0.0,1935.64,327,0.0
328,101,258,2,603.92,0.0,1207.84,328,0.0
329,101,354,1,1179.83,0.23,908.47,329,0.23
330,101,237,3,296.97,0.0,890.91,330,0.0
331,102,23,5,629.03,0.0,3145.15,331,0.0
336,104,231,4,1264.26,0.0,5057.04,336,0.0
337,104,267,8,569.53,0.32,3098.24,337,0.32
338,104,492,5,438.0,0.0,2190.0,338,0.0
339,104,220,6,1081.51,0.0,6489.06,339,0.0
340,104,80,5,847.36,0.0,4236.8,340,0.0
341,104,184,4,1470.42,0.0,5881.68,341,0.0
342,105,405,4,203.09,0.0,812.36,342,0.0
343,105,390,7,1352.93,0.0,9470.51,343,0.0
344,105,77,4,1215.16,0.0,4860.64,344,0.0
345,106,328,2,1315.58,0.0,2631.16,345,0.0
346,106,59,6,321.73,0.0,1930.38,346,0.0
347,106,182,5,610.48,0.18,2502.97,347,0.18
348,106,20,2,38.9,0.0,77.8,348,0.0
349,107,420,3,907.37,0.0,2722.11,349,0.0
350,107,425,1,213.01,0.0,213.01,350,0.0
351,107,250,1,966.64,0.0,966.64,351,0.0
352,107,322,1,251.61,0.0,251.61,352,0.0
353,108,415,4,512.85,0.16,1723.18,353,0.16
354,108,441,8,282.98,0.0,2263.84,354,0.0
355,108,370,3,575.28,0.18,1415.19,355,0.18
356,108,58,4,1120.23,0.0,4480.92,356,0.0
357,109,255,3,1308.74,0.0,3926.22,357,0.0
358,109,183,8,507.38,0.0,4059.04,358,0.0
359,109,408,8,690.07,0.0,5520.56,359,0.0
360,109,289,3,44.43,0.0,133.29,360,0.0
361,110,481,2,1142.79,0.27,1668.47,361,0.27
362,110,429,6,51.85,0.0,311.1,362,0.0
363,110,178,7,326.35,0.31,1576.27,363,0.31
364,110,291,4,945.1,0.0,3780.4,364,0.0
365,110,66,6,961.19,0.0,5767.14,365,0.0
366,110,205,8,1226.61,0.0,9812.88,366,0.0
367,111,160,8,670.13,0.4,3216.62,367,0.4
368,111,63,4,846.84,0.0,3387.36,368,0.0
371,113,263,2,1345.41,0.0,2690.82,371,0.0
372,113,398,6,1180.14,0.0,7080.84,372,0.0
373,113,102,4,216.08,0.0,864.32,373,0.0
374,113,282,8,158.82,0.0,1270.56,374,0.0
375,113,114,8,533.8,0.26,3160.1,375,0.26
376,113,424,2,1448.87,0.0,2897.74,376,0.0
377,114,203,5,153.52,0.0,767.6,377,0.0
378,114,464,6,47.58,0.0,285.48,378,0.0
379,114,199,3,1465.52,0.0,4396.56,379,0.0
380,114,128,6,990.46,0.0,5942.76,380,0.0
381,114,219,7,1218.67,0.0,8530.69,381,0.0
382,114,410,8,1430.07,0.0,11440.56,382,0.0
383,115,473,1,1146.13,0.0,1146.13,383,0.0
384,115,496,8,633.05,0.0,5064.4,384,0.0
385,115,431,6,1137.85,0.0,6827.1,385,0.0
386,116,114,4,697.67,0.0,2790.68,386,0.0
387,116,259,7,1300.2,0.0,9101.4,387,0.0
388,116,12,7,775.82,0.19,4398.9,388,0.19
389,117,365,2,1289.96,0.0,2579.92,389,0.0
390,117,377,7,1065.15,0.0,7456.05,390,0.0
391,117,33,1,782.97,0.0,782.97,391,0.0
392,118,433,7,1352.99,0.07,8807.96,392,0.07
393,118,250,4,874.67,0.0,3498.68,393,0.0
394,118,329,2,1262.3,0.0,2524.6,394,0.0
395,118,55,8,1432.86,0.0,11462.88,395,0.0
396,118,239,8,662.1,0.23,4078.54,396,0.23
397,119,384,7,779.89,0.0,5459.23,397,0.0
398,119,116,2,1191.47,0.0,2382.94,398,0.0
399,119,42,8,694.02,0.0,5552.16,399,0.0
400,120,292,4,1425.51,0.0,5702.04,400,0.0
401,120,410,6,98.59,0.0,591.54,401,0.0
402,120,442,3,169.81,0.0,509.43,402,0.0
403,121,306,3,623.04,0.0,1869.12,403,0.0
404,121,274,4,428.45,0.0,1713.8,404,0.0
405,122,366,7,970.34,0.0,6792.38,405,0.0
406,123,220,5,1283.23,0.0,6416.15,406,0.0
407,123,251,3,736.95,0.17,1835.01,407,0.17
408,123,242,1,104.09,0.0,104.09,408,0.0
409,124,392,6,931.38,0.0,5588.28,409,0.0
410,124,471,4,121.92,0.0,487.68,410,0.0
411,124,158,6,1352.87,0.0,8117.22,411,0.0
412,125,128,2,918.25,0.0,1836.5,412,0.0
413,125,372,8,1071.03,0.0,8568.24,413,0.0
414,125,22,8,1468.54,0.0,11748.32,414,0.0
415,125,226,8,1344.5,0.0,10756.0,415,0.0
416,125,351,4,782.05,0.0,3128.2,416,0.0
417,125,361,1,372.03,0.0,372.03,417,0.0
418,126,387,8,207.13,0.36,1060.51,418,0.36
419,126,492,4,542.65,0.19,1758.19,419,0.19
420,126,432,5,935.17,0.0,4675.85,420,0.0
421,126,270,5,1100.02,0.0,5500.1,421,0.0
422,126,183,8,1443.08,0.0,11544.64,422,0.0
423,126,432,2,1362.29,0.0,2724.58,423,0.0
426,128,498,5,95.39,0.12,419.72,426,0.12
427,128,117,6,63.8,0.0,382.8,427,0.0
428,128,227,6,1259.53,0.0,7557.18,428,0.0
429,128,145,8,629.27,0.0,5034.16,429,0.0
430,128,353,1,251.05,0.0,251.05,430,0.0
431,129,303,5,600.64,0.0,3003.2,431,0.0
432,129,74,8,1286.79,0.0,10294.32,432,0.0
433,129,172,6,519.94,0.15,2651.69,433,0.15
434,129,102,4,1302.33,0.0,5209.32,434,0.0
435,129,366,4,1150.1,0.35,2990.26,435,0.35
436,129,296,5,1465.69,0.0,7328.45,436,0.0
437,130,17,5,121.04,0.0,605.2,437,0.0
438,130,154,3,771.29,0.0,2313.87,438,0.0
439,130,461,7,1390.94,0.22,7594.53,439,0.22
440,130,418,5,57.41,0.0,287.05,440,0.0
441,131,254,5,1151.1,0.3,4028.85,441,0.3
442,132,375,7,1300.18,0.0,9101.26,442,0.0
443,133,301,2,142.63,0.0,285.26,443,0.0
444,133,203,8,1389.39,0.0,11115.12,444,0.0
445,133,273,7,325.19,0.0,2276.33,445,0.0
446,134,191,8,103.41,0.0,827.28,446,0.0
447,134,303,4,572.62,0.0,2290.48,447,0.0
448,134,381,8,1163.42,0.11,8283.55,448,0.11
449,134,378,6,5.11,0.0,30.66,449,0.0
451,135,427,2,1236.43,0.0,2472.86,451,0.0
452,135,156,8,318.22,0.0,2545.76,452,0.0
453,135,298,7,1029.14,0.0,7203.98,453,0.0
454,136,188,8,1042.0,0.0,8336.0,454,0.0
455,136,198,1,1366.96,0.31,943.2,455,0.31
456,136,58,3,211.48,0.0,634.44,456,0.0
457,136,216,4,1258.25,0.0,5033.0,457,0.0
458,137,190,8,638.79,0.0,5110.32,458,0.0
459,137,91,5,1209.16,0.0,6045.8,459,0.0
460,137,495,8,1075.48,0.1,7743.46,460,0.1
461,138,389,2,586.76,0.0,1173.52,461,0.0
462,138,245,4,1088.04,0.0,4352.16,462,0.0
463,138,270,7,873.37,0.0,6113.59,463,0.0
464,138,272,2,810.08,0.0,1620.16,464,0.0
465,138,467,6,906.79,0.17,4515.81,465,0.17
466,138,364,4,203.93,0.0,815.72,466,0.0
467,139,310,7,1002.0,0.0,7014.0,467,0.0
468,139,476,5,90.97,0.0,454.85,468,0.0
469,139,203,3,89.57,0.0,268.71,469,0.0
470,139,207,8,1069.44,0.0,8555.52,470,0.0
471,139,360,2,400.82,0.26,593.21,471,0.26
472,140,257,4,1004.6,0.0,4018.4,472,0.0
473,140,81,3,1040.91,0.13,2716.78,473,0.13
474,140,256,6,807.09,0.0,4842.54,474,0.0
475,140,210,2,549.66,0.0,1099.32,475,0.0
486,143,392,7,482.17,0.0,3375.19,486,0.0
487,143,130,7,1336.86,0.0,9358.02,487,0.0
488,143,37,1,1288.7,0.0,1288.7,488,0.0
489,143,464,2,854.72,0.0,1709.44,489,0.0
490,144,458,3,278.18,0.0,834.54,490,0.0
491,144,93,5,130.45,0.0,652.25,491,0.0
492,144,319,6,316.86,0.0,1901.16,492,0.0
493,144,27,2,24.81,0.0,49.62,493,0.0
494,144,378,7,1226.77,0.0,8587.39,494,0.0
495,145,463,2,1211.34,0.0,2422.68,495,0.0
496,145,332,8,903.68,0.0,7229.44,496,0.0
497,145,427,2,905.72,0.2,1449.15,497,0.2
498,145,298,7,830.97,0.0,5816.79,498,0.0
499,146,185,6,1117.34,0.0,6704.04,499,0.0
500,147,50,7,794.79,0.0,5563.53,500,0.0
501,147,216,2,366.5,0.0,733.0,501,0.0
502,147,484,7,1357.18,0.0,9500.26,502,0.0
503,147,329,1,710.52,0.0,710.52,503,0.0
504,147,173,3,560.41,0.0,1681.23,504,0.0
506,149,399,6,1255.31,0.0,7531.86,506,0.0
507,149,434,6,544.35,0.0,3266.1,507,0.0
508,149,191,7,717.05,0.0,5019.35,508,0.0
509,149,359,2,1315.12,0.0,2630.24,509,0.0
510,149,432,4,851.94,0.0,3407.76,510,0.0
511,149,476,1,111.5,0.21,88.08,511,0.21
512,150,96,4,973.8,0.33,2609.78,512,0.33
513,150,391,4,1175.26,0.0,4701.04,513,0.0
514,150,486,1,398.44,0.0,398.44,514,0.0
515,151,128,1,275.1,0.0,275.1,515,0.0
516,151,227,3,830.92,0.0,2492.76,516,0.0
521,153,471,5,1006.2,0.0,5031.0,521,0.0
522,153,432,2,988.43,0.0,1976.86,522,0.0
523,153,175,8,216.54,0.34,1143.33,523,0.34
524,153,203,6,1311.28,0.0,7867.68,524,0.0
525,153,351,8,1334.72,0.0,10677.76,525,0.0
526,153,317,3,353.31,0.0,1059.93,526,0.0
532,155,456,2,613.93,0.0,1227.86,532,0.0
533,155,83,6,1399.82,0.0,8398.92,533,0.0
534,155,140,2,745.88,0.0,1491.76,534,0.0
535,155,8,5,944.54,0.21,3730.93,535,0.21
536,155,54,6,88.07,0.0,528.42,536,0.0
537,156,260,5,477.79,0.0,2388.95,537,0.0
541,158,432,2,1011.4,0.0,2022.8,541,0.0
542,158,195,5,641.05,0.0,3205.25,542,0.0
543,158,498,1,28.31,0.14,24.35,543,0.14
544,159,250,6,876.39,0.38,3260.17,544,0.38
545,160,144,6,578.56,0.0,3471.36,545,0.0
546,161,490,3,79.16,0.0,237.48,546,0.0
547,162,124,2,1071.7,0.0,2143.4,547,0.0
548,162,101,1,471.03,0.0,471.03,548,0.0
549,162,480,5,8.85,0.0,44.25,549,0.0
550,163,366,1,47.64,0.0,47.64,550,0.0
551,163,253,7,253.65,0.0,1775.55,551,0.0
552,163,401,7,1375.61,0.0,9629.27,552,0.0
557,165,288,8,391.25,0.0,3130.0,557,0.0
558,165,358,7,1053.29,0.0,7373.03,558,0.0
559,165,223,5,544.25,0.0,2721.25,559,0.0
560,165,148,3,278.8,0.09,761.12,560,0.09
561,165,97,4,971.17,0.0,3884.68,561,0.0
562,166,473,6,963.24,0.0,5779.44,562,0.0
563,166,143,6,552.49,0.0,3314.94,563,0.0
564,166,53,6,638.01,0.0,3828.06,564,0.0
565,167,30,1,1051.23,0.07,977.64,565,0.07
566,167,265,4,434.42,0.0,1737.68,566,0.0
567,167,262,6,436.36,0.0,2618.16,567,0.0
568,167,260,4,195.15,0.0,780.6,568,0.0
571,169,482,3,1170.37,0.0,3511.11,571,0.0
572,170,457,1,1335.77,0.33,894.97,572,0.33
573,170,367,6,340.56,0.08,1879.89,573,0.08
574,170,98,6,349.85,0.39,1280.45,574,0.39
575,170,69,3,507.42,0.0,1522.26,575,0.0
576,171,137,7,53.19,0.0,372.33,576,0.0
577,172,348,6,1360.01,0.11,7262.45,577,0.11
578,173,352,6,292.41,0.0,1754.46,578,0.0
579,173,199,4,853.51,0.0,3414.04,579,0.0
580,173,127,2,1409.22,0.0,2818.44,580,0.0
581,173,374,3,37.73,0.11,100.74,581,0.11
582,173,347,1,1467.43,0.0,1467.43,582,0.0
583,173,308,1,591.0,0.0,591.0,583,0.0
584,174,311,2,854.38,0.0,1708.76,584,0.0
585,174,288,8,994.89,0.13,6924.43,585,0.13
586,174,19,2,1359.51,0.35,1767.36,586,0.35
587,174,461,8,200.19,0.0,1601.52,587,0.0
588,174,397,7,801.89,0.0,5613.23,588,0.0
589,175,427,4,1008.5,0.0,4034.0,589,0.0
590,175,208,2,922.38,0.0,1844.76,590,0.0
591,175,207,5,72.55,0.17,301.08,591,0.17
592,175,105,3,820.95,0.0,2462.85,592,0.0
593,175,297,7,452.58,0.0,3168.06,593,0.0
594,176,462,2,257.38,0.0,514.76,594,0.0
595,176,363,7,770.7,0.0,5394.9,595,0.0
596,176,283,5,1243.3,0.0,6216.5,596,0.0
597,177,60,5,526.23,0.0,2631.15,597,0.0
598,177,341,4,904.1,0.0,3616.4,598,0.0
